college,section,seats,instructor
Wake Technical Community College,MAT-003-5120,0,"Atkinson, K"
Wake Technical Community College,MAT-003-5121,1,"Joyner, B"
Wake Technical Community College,MAT-003-5122,0,"Kirk, J"
Wake Technical Community College,MAT-003-5204,1,"Joyner, B"
Wake Technical Community College,MAT-003-5205,0,"Parrott, A"
Wake Technical Community College,MAT-003-5206,0,"Fullwood, W"
Wake Technical Community College,MAT-003-5207,0,"Joyner, B"
Wake Technical Community College,MAT-003-5208,1,"Parrott, A"
Wake Technical Community College,MAT-003-5209,0,"Kochis, T"
Wake Technical Community College,MAT-003-5211,0,"Webster, B"
Wake Technical Community College,MAT-003-5212,2,"Fowler, C"
Wake Technical Community College,MAT-003-5213,1,"Stallings, R"
Wake Technical Community College,MAT-003-5214,1,"Sheffield, R"
Wake Technical Community College,MAT-003-5215,2,"Cheatham, M"
Wake Technical Community College,MAT-003-5216,4,"Smalley, A"
Wake Technical Community College,MAT-003-5240,1,"Kochis, T"
Wake Technical Community College,MAT-003-5801,1,"Nichols, C"
Wake Technical Community College,MAT-003-5802,2,"Fullwood, W"
Wake Technical Community College,MAT-003-5803,1,"Austin, S"
Wake Technical Community College,MAT-010-0001G,0,"Taylor, J"
Wake Technical Community College,MAT-010-0005G,2,"Knapp, M"
Wake Technical Community College,MAT-010-0008G,3,"Holmes, S"
Wake Technical Community College,MAT-010-5006G,4,"Parrott, A"
Wake Technical Community College,MAT-010-5326G,2,"Webster, B"
Wake Technical Community College,MAT-021-0001G,1,"Fussell, K"
Wake Technical Community College,MAT-021-5003G,2,"Atkinson, K"
Wake Technical Community College,MAT-043-0001G,0,"Fussell, K"
Wake Technical Community College,MAT-043-0003G,3,"Fussell, K"
Wake Technical Community College,MAT-043-0004G,0,"Nichols, C"
Wake Technical Community College,MAT-043-5003G,2,"Williford, L"
Wake Technical Community College,MAT-052-0001G,3,"Nichols, C"
Wake Technical Community College,MAT-052-5004G,5,"Vinson, S"
Wake Technical Community College,MAT-052-5006G,1,"Austin, S"
Wake Technical Community College,MAT-052-5010G,6,"Fields, J"
Wake Technical Community College,MAT-071-0001G,6,"Austin, S"
Wake Technical Community College,MAT-071-0009G,0,"Webster, B"
Wake Technical Community College,MAT-071-0010G,2,"Fields, J"
Wake Technical Community College,MAT-071-0020G,1,"Vinson, S"
Wake Technical Community College,MAT-071-0030G,3,"Webster, B"
Wake Technical Community College,MAT-071-0036G,1,"House, L"
Wake Technical Community College,MAT-071-5003G,4,"Smeal, J"
Wake Technical Community College,MAT-071-5007G,3,"Taylor, J"
Wake Technical Community College,MAT-071-5008G,2,"Fields, J"
Wake Technical Community College,MAT-071-5009G,2,"Austin, S"
Wake Technical Community College,MAT-071-5010G,4,"Taylor, J"
Wake Technical Community College,MAT-071-5011G,4,"Vinson, S"
Wake Technical Community College,MAT-071-5013G,2,"Smeal, J"
Wake Technical Community College,MAT-071-5014G,1,"Smeal, J"
Wake Technical Community College,MAT-071-5015G,1,"Black, A"
Wake Technical Community College,MAT-071-5016G,5,"Smeal, J"
Wake Technical Community College,MAT-071-5017G,1,"Parrott, A"
Wake Technical Community College,MAT-071-5018G,5,"Vinson, S"
Wake Technical Community College,MAT-110-0001,1,"Jordan, C"
Wake Technical Community College,MAT-110-0001G,0,"Jordan, C"
Wake Technical Community College,MAT-110-0002,6,"Traylor, M"
Wake Technical Community College,MAT-110-0004,3,"Taylor, J"
Wake Technical Community College,MAT-110-0005,3,"Fields, J"
Wake Technical Community College,MAT-110-0005G,2,"Fields, J"
Wake Technical Community College,MAT-110-0008,1,"Maynard, T"
Wake Technical Community College,MAT-110-0008G,1,"Maynard, T"
Wake Technical Community College,MAT-110-5003,5,"Carpenter, W"
Wake Technical Community College,MAT-110-5003G,2,"Carpenter, W"
Wake Technical Community College,MAT-110-5006,6,"Maynard, T"
Wake Technical Community College,MAT-110-5006G,4,"Maynard, T"
Wake Technical Community College,MAT-110-5007,3,"Nichols, C"
Wake Technical Community College,MAT-110-5007G,1,"Nichols, C"
Wake Technical Community College,MAT-110-5008,2,"Webb, D"
Wake Technical Community College,MAT-110-5008G,2,"Webb, D"
Wake Technical Community College,MAT-121-0001,8,"Smith, J"
Wake Technical Community College,MAT-121-0001G,1,"Smith, J"
Wake Technical Community College,MAT-121-5002,7,"Horstman, S"
Wake Technical Community College,MAT-121-5002G,1,"Horstman, S"
Wake Technical Community College,MAT-121-5003,2,"Martin, J"
Wake Technical Community College,MAT-121-5003G,2,"Martin, J"
Wake Technical Community College,MAT-143-0001,8,"McKee-Schwenke, A"
Wake Technical Community College,MAT-143-0001G,0,"McKee-Schwenke, A"
Wake Technical Community College,MAT-143-0002,9,"McIntyre, M"
Wake Technical Community College,MAT-143-0003,2,"Cauley, E"
Wake Technical Community College,MAT-143-0003G,3,"Cauley, E"
Wake Technical Community College,MAT-143-0004,1,"Pearce, M"
Wake Technical Community College,MAT-143-0004G,0,"Pearce, M"
Wake Technical Community College,MAT-143-0005,5,"Outlaw, N"
Wake Technical Community College,MAT-143-5003,5,"Klein, K"
Wake Technical Community College,MAT-143-5003G,2,"Klein, K"
Wake Technical Community College,MAT-143-5004,5,"Outlaw, B"
Wake Technical Community College,MAT-143-5004G,5,"Outlaw, B"
Wake Technical Community College,MAT-143-5005,1,"Pearce, M"
Wake Technical Community College,MAT-143-5005G,2,"Pearce, M"
Wake Technical Community College,MAT-143-5006,5,"Paul, A"
Wake Technical Community College,MAT-143-5006G,3,"Paul, A"
Wake Technical Community College,MAT-143-5007,9,"Auman, S"
Wake Technical Community College,MAT-152-0001,2,"Mutlu, A"
Wake Technical Community College,MAT-152-0001G,3,"Mutlu, A"
Wake Technical Community College,MAT-152-0003,5,"Winters, M"
Wake Technical Community College,MAT-152-0004,6,"Ford, L"
Wake Technical Community College,MAT-152-0006,5,"Harrison, A"
Wake Technical Community College,MAT-152-0007,7,"Pescosolido, R"
Wake Technical Community College,MAT-152-5002,4,"Hedges, J"
Wake Technical Community College,MAT-152-5002G,1,"Hedges, J"
Wake Technical Community College,MAT-152-5004,0,"Hedges, J"
Wake Technical Community College,MAT-152-5004G,4,"Hedges, J"
Wake Technical Community College,MAT-152-5005,6,"Corley, B"
Wake Technical Community College,MAT-152-5005G,2,"Corley, B"
Wake Technical Community College,MAT-152-5006,1,"Winters, M"
Wake Technical Community College,MAT-152-5006G,1,"Winters, M"
Wake Technical Community College,MAT-152-5008,1,"Harrison, A"
Wake Technical Community College,MAT-152-5009,2,"Hedges, J"
Wake Technical Community College,MAT-152-5010,1,"McIntyre, M"
Wake Technical Community College,MAT-152-5010G,6,"McIntyre, M"
Wake Technical Community College,MAT-152-5011,9,"Head, J"
Wake Technical Community College,MAT-152-5012,12,"Head, J"
Wake Technical Community College,MAT-152-5013,4,"Ayangma, A"
Wake Technical Community College,MAT-152-5014,11,"Head, J"
Wake Technical Community College,MAT-152-5015,2,"McElvaney, S"
Wake Technical Community College,MAT-152-5016,8,"Corley, B"
Wake Technical Community College,MAT-172-0001,9,"Galeyeva, L"
Wake Technical Community College,MAT-172-0002,13,"Markovich, H"
Wake Technical Community College,MAT-172-0003,18,"Etheridge, D"
Wake Technical Community College,MAT-172-0004,8,"Markovich, H"
Wake Technical Community College,MAT-172-5003,7,"Bowers, J"
Wake Technical Community College,MAT-172-5004,5,"Galeyeva, L"
Wake Technical Community College,MAT-172-5005,5,"Blount, B"
Wake Technical Community College,MAT-172-5006,8,"Outlaw, N"
Wake Technical Community College,MAT-172-5007,22,"Aydlett, A"
Wake Technical Community College,MAT-172-5008,8,"Guellich, J"
Wake Technical Community College,MAT-252-0001,6,"Winters, M"
Wake Technical Community College,MAT-263-0001,3,"Minster, J"
Wake Technical Community College,MAT-263-0002,11,"Ayangma, A"
Wake Technical Community College,MAT-263-5003,7,"Minster, J"
Wake Technical Community College,MAT-263-5004,4,"Minster, J"
Wake Technical Community College,MAT-263-5005,18,"Guellich, J"
Wake Technical Community College,MAT-271-0001,15,"Van Brunt, P"
Wake Technical Community College,MAT-271-0002,1,"Schlieper, M"
Wake Technical Community College,MAT-271-0003,3,"Schlieper, M"
Wake Technical Community College,MAT-271-0004,11,"Hodge, L"
Wake Technical Community College,MAT-271-0008,1,"Jewell, K"
Wake Technical Community College,MAT-271-5004,3,"Jewell, K"
Wake Technical Community College,MAT-271-5005,8,"Tsai, M"
Wake Technical Community College,MAT-271-5006,15,"Tsai, M"
Wake Technical Community College,MAT-271-5007,12,"Wall, S"
Wake Technical Community College,MAT-273-0001,2,"Bowers, J"
Wake Technical Community College,MAT-273-0002,2,"Jones, A"
Wake Technical Community College,MAT-273-0004,3,"McCarter, W"
Wake Technical Community College,MAT-273-5003,4,"McCarter, W"
Wake Technical Community College,MAT-280-0001,6,"McElvaney, S"
Wake Technical Community College,MAT-280-5002,9,"Pearce, M"
Wake Technical Community College,MAT-285-5001,3,"Jewell, K"
Wake Technical Community College,MEC-130-0001,7,"Mir Shah Ghassemi, S"
Wake Technical Community College,MEC-161-0001,1,"Vitacco, M"
Wake Technical Community College,MEC-161-0002,7,"Mir Shah Ghassemi, S"
Wake Technical Community College,MEC-180-0001,2,"Mir Shah Ghassemi, S"
Wake Technical Community College,MED-110-5303,0,"Horne, E"
Wake Technical Community College,MED-110-5304,5,"Horne, E"
Wake Technical Community College,MED-118-0001,12,"Albright, T"
Wake Technical Community College,MED-120-0001,14,"Best, C"
Wake Technical Community College,MED-121-0001,3,"Horne, E"
Wake Technical Community College,MED-121-0003,1,"Horne, E"
Wake Technical Community College,MED-121-0005,3,"Moore, K"
Wake Technical Community College,MED-121-0006,4,"Moore, K"
Wake Technical Community College,MED-232-0001,10,"Van Duyne, M"
Wake Technical Community College,MED-270-0001,15,"Perry, P"
Wake Technical Community College,MED-272-0001,11,"Albright, T"
Wake Technical Community College,MED-274-0001,14,"Van Duyne, M"
Wake Technical Community College,MHA-155-5201,0,"Harvel, D"
Wake Technical Community College,MKT-123-0001,2,"Myers, J"
Wake Technical Community College,MKT-220-0001,0,"Myers, J"
Wake Technical Community College,MKT-220-5001,15,"Riker, A"
Wake Technical Community College,MKT-221-0001,6,"Myers, J"
Wake Technical Community College,MKT-221-5001,13,"Myers, J"
Wake Technical Community College,MKT-223-0001,1,"DiMichelo, D"
Wake Technical Community College,MKT-225-0001,2,"DiMichelo, D"
Wake Technical Community College,MKT-227-0001,23,"Riker, A"
Wake Technical Community College,MKT-228-0001,0,"Flaherty, K"
Wake Technical Community College,MKT-232-0001,0,"DiMichelo, D"
Wake Technical Community College,MRI-214-0001,0,"Pistacchio, A"
Wake Technical Community College,MRI-241-0001,0,"Pistacchio, A"
Wake Technical Community College,MUS-110-0001,8,"Gilleland, K"
Wake Technical Community College,MUS-110-0002,5,"Neal, D"
Wake Technical Community College,MUS-110-0003,2,"Brust, J"
Wake Technical Community College,MUS-110-0004,7,"Butrico, M"
Wake Technical Community College,MUS-110-0005,5,"Re, A"
Wake Technical Community College,MUS-110-0006,0,"Mitchell, B"
Wake Technical Community College,MUS-110-0036,0,"Brust, J"
Wake Technical Community College,MUS-110-5101,2,"Butrico, M"
Wake Technical Community College,MUS-110-5102,1,"Neal, D"
Wake Technical Community College,MUS-110-5103,4,"Mitchell, B"
Wake Technical Community College,MUS-110-5136,1,"Butrico, M"
Wake Technical Community College,MUS-110-5137,3,"Butrico, M"
Wake Technical Community College,MUS-110-5138,5,"Mitchell, B"
Wake Technical Community College,MUS-110-5201,3,"Neal, D"
Wake Technical Community College,MUS-110-5202,3,"Neal, D"
Wake Technical Community College,MUS-110-5203,0,"Brust, J"
Wake Technical Community College,MUS-110-5204,1,"Gilleland, K"
Wake Technical Community College,MUS-110-5206,4,"Gilleland, K"
Wake Technical Community College,MUS-110-5236,4,"Gilleland, K"
Wake Technical Community College,MUS-110-5237,1,"Brust, J"
Wake Technical Community College,MUS-112-0001,2,"Brust, J"
Wake Technical Community College,MUS-112-0002,3,"Re, A"
Wake Technical Community College,MUS-112-0037,4,"Neal, D"
Wake Technical Community College,MUS-112-5101,1,"Re, A"
Wake Technical Community College,NET-115-5175,5,"Kauba, S"
Wake Technical Community College,NET-125-0001,4,"Rivas Suarez, C"
Wake Technical Community College,NET-125-0002,6,"Parrish, A"
Wake Technical Community College,NET-125-0003,1,"Hathaway, P"
Wake Technical Community College,NET-125-0004,5,"Kauba, E"
Wake Technical Community College,NET-125-5101,0,"Hathaway, P"
Wake Technical Community College,NET-125-5873,6,"Ibrahim, T"
Wake Technical Community College,NET-126-0001,0,"Rivas Suarez, C"
Wake Technical Community College,NET-126-0002,3,"Parrish, A"
Wake Technical Community College,NET-126-0003,0,"Hathaway, P"
Wake Technical Community College,NET-126-0004,19,"Kauba, E"
Wake Technical Community College,NET-126-5101,5,"Hathaway, P"
Wake Technical Community College,NET-126-5873,15,"Ibrahim, T"
Wake Technical Community College,NET-289-5898,12,"Oliver, J"
Wake Technical Community College,NOS-110-0001,5,"Martinez Hayes, J"
Wake Technical Community College,NOS-110-0002,0,"Banham, J"
Wake Technical Community College,NOS-110-0005,3,"Darvish, A"
Wake Technical Community College,NOS-110-0006,13,"Stamper, B"
Wake Technical Community College,NOS-110-0007,9,"Stamper, R"
Wake Technical Community College,NOS-110-0008,4,"Cook, R"
Wake Technical Community College,NOS-110-5001,15,"Copperthwaite, J"
Wake Technical Community College,NOS-110-5272,5,"Darvish, A"
Wake Technical Community College,NOS-110-5802,0,"Cook, R"
Wake Technical Community College,NOS-110-5836,4,"Applequist, K"
Wake Technical Community College,NOS-120-0001,8,"Paul, P"
Wake Technical Community College,NOS-120-0002,10,"Darvish, A"
Wake Technical Community College,NOS-125-0001,3,"James, C"
Wake Technical Community College,NOS-130-0001,3,"Squire, L"
Wake Technical Community College,NOS-130-0002,5,"Cook, R"
Wake Technical Community College,NOS-130-5102,2,"Graham, J"
Wake Technical Community College,NOS-130-5838,1,"Banham, J"
Wake Technical Community College,NOS-231-0001,4,"Martinez Hayes, J"
Wake Technical Community College,NOS-232-0001,5,"Martinez Hayes, J"
Wake Technical Community College,OMT-154-0001,3,"Mercer, D"
Wake Technical Community College,OMT-222-0002,5,"Hawkins, D"
Wake Technical Community College,OMT-222-5001,22,"Zidman, J"
Wake Technical Community College,OST-080-0001,15,"Blanchard, B"
Wake Technical Community College,OST-122-0001,6,"Trent, N"
Wake Technical Community College,OST-122-0002,2,"Wiggins, J"
Wake Technical Community College,OST-122-0003,9,"Wiggins, J"
Wake Technical Community College,OST-134-0001,5,"Lee, L"
Wake Technical Community College,OST-134-0002,3,"Atkinson, K"
Wake Technical Community College,OST-134-0003,12,"Wiggins, J"
Wake Technical Community College,OST-135-0001,13,"Lee, L"
Wake Technical Community College,OST-136-0001,8,"Atkinson, K"
Wake Technical Community College,OST-136-0002,15,"McKenzie, C"
Wake Technical Community College,OST-138-0001,6,"Faircloth, K"
Wake Technical Community College,OST-141-0001,4,"Turner, H"
Wake Technical Community College,OST-141-0002,2,"Bartholomew, B"
Wake Technical Community College,OST-141-0003,4,"Brousseau, L"
Wake Technical Community College,OST-141-0004,1,"Mathis, L"
Wake Technical Community College,OST-141-0005,4,"Brousseau, L"
Wake Technical Community College,OST-145-0001,9,"Wilcox, T"
Wake Technical Community College,OST-148-0001,6,"Bartholomew, B"
Wake Technical Community College,OST-148-0002,5,"Turner, H"
Wake Technical Community College,OST-148-0003,6,"Thurman, C"
Wake Technical Community College,OST-148-0004,1,"Bartholomew, B"
Wake Technical Community College,OST-148-0005,5,"Turner, H"
Wake Technical Community College,OST-155-0001,11,"Olds, K"
Wake Technical Community College,OST-164-0001,12,"Olds, K"
Wake Technical Community College,OST-164-0002,7,"Wiggins, J"
Wake Technical Community College,OST-164-0003,6,"Brousseau, L"
Wake Technical Community College,OST-181-0001,5,"Brousseau, L"
Wake Technical Community College,OST-184-0001,8,"Blanchard, B"
Wake Technical Community College,OST-184-0002,5,"Atkinson, K"
Wake Technical Community College,OST-236-0001,15,"Wilcox, T"
Wake Technical Community College,OST-249-0001,0,"Bartholomew, B"
Wake Technical Community College,OST-249-0002,0,"Turner, H"
Wake Technical Community College,OST-249-0003,1,"Williams, T"
Wake Technical Community College,OST-286-0001,7,"Lee, L"
Wake Technical Community College,OST-286-0003,4,"Wilcox, T"
Wake Technical Community College,PAD-151-0008,15,"Stagg, R"
Wake Technical Community College,PAD-152-0009,13,"Stagg, R"
Wake Technical Community College,PCI-172-0001,15,"Donaldson, W"
Wake Technical Community College,PED-110-0001,1,"Cahoon, E"
Wake Technical Community College,PED-110-0002,0,"Cahoon, E"
Wake Technical Community College,PED-110-0003,4,"Murphy, S"
Wake Technical Community College,PED-110-0004,1,"Langton, R"
Wake Technical Community College,PED-110-0005,2,"Cahoon, E"
Wake Technical Community College,PED-110-0006,1,"Johnson, M"
Wake Technical Community College,PED-110-5007,0,"King, J"
Wake Technical Community College,PED-110-5101,1,"Prue, K"
Wake Technical Community College,PED-110-5102,0,"Prue, K"
Wake Technical Community College,PED-110-5201,2,"Murphy, S"
Wake Technical Community College,PED-110-5202,0,"Cahoon, E"
Wake Technical Community College,PED-113-5101,4,"Fergus, E"
Wake Technical Community College,PED-117-5101,0,"King, J"
Wake Technical Community College,PED-117-5201,4,"Fergus, E"
Wake Technical Community College,PED-117-5202,4,"Fergus, E"
Wake Technical Community College,PED-118-5201,9,"King, J"
Wake Technical Community College,PED-121-0001,3,"Cahoon, E"
Wake Technical Community College,PED-121-0002,0,"Tucker, J"
Wake Technical Community College,PED-122-5101,2,"Cahoon, E"
Wake Technical Community College,PED-122-5102,7,"Cahoon, E"
Wake Technical Community College,PED-122-5103,5,"Musolf, L"
Wake Technical Community College,PED-122-5136,1,"Musolf, L"
Wake Technical Community College,PED-122-5236,2,"Cahoon, E"
Wake Technical Community College,PED-145-5101,2,"King, J"
Wake Technical Community College,PED-186-5201,11,"Cranford, M"
Wake Technical Community College,PHI-215-0001,1,"Floyd, C"
Wake Technical Community College,PHI-215-0002,5,"Suggs, T"
Wake Technical Community College,PHI-215-0003,6,"Allen, B"
Wake Technical Community College,PHI-215-0004,4,"Allen, B"
Wake Technical Community College,PHI-215-0005,0,"Suggs, T"
Wake Technical Community College,PHI-215-0006,1,"Suggs, T"
Wake Technical Community College,PHI-215-0007,12,"Floyd, C"
Wake Technical Community College,PHI-215-5101,0,"Gandy, C"
Wake Technical Community College,PHI-215-5136,1,"Floyd, C"
Wake Technical Community College,PHI-215-5171,22,"Suggs, T"
Wake Technical Community College,PHI-215-5201,18,"Kittrell, C"
Wake Technical Community College,PHI-215-5237,0,"Allen, B"
Wake Technical Community College,PHI-215-5801,1,"Nantz, D"
Wake Technical Community College,PHI-240-0001,2,"Miller, C"
Wake Technical Community College,PHI-240-0002,5,"Nantz, D"
Wake Technical Community College,PHI-240-0003,1,"Arias, S"
Wake Technical Community College,PHI-240-0004,3,"Arias, S"
Wake Technical Community College,PHI-240-0005,3,"Miller, C"
Wake Technical Community College,PHI-240-0006,4,"Nantz, D"
Wake Technical Community College,PHI-240-0007,5,"Arias, S"
Wake Technical Community College,PHI-240-0008,1,"Nantz, D"
Wake Technical Community College,PHI-240-0009,12,"Arias, S"
Wake Technical Community College,PHI-240-0010,2,"Miller, C"
Wake Technical Community College,PHI-240-0011,11,"Kittrell, C"
Wake Technical Community College,PHI-240-0012,0,"Miller, C"
Wake Technical Community College,PHI-240-0013,0,"Arias, S"
Wake Technical Community College,PHI-240-0014,0,"Suggs, T"
Wake Technical Community College,PHI-240-5101,3,"Gandy, C"
Wake Technical Community College,PHI-240-5102,3,"Floyd, C"
Wake Technical Community College,PHI-240-5136,1,"Gandy, C"
Wake Technical Community College,PHI-240-5137,1,"Gandy, C"
Wake Technical Community College,PHI-240-5138,1,"Floyd, C"
Wake Technical Community College,PHI-240-5171,1,"Gandy, C"
Wake Technical Community College,PHI-240-5203,3,"Allen, B"
Wake Technical Community College,PHI-240-5801,0,"Miller, C"
Wake Technical Community College,PHM-110-5001,14,"Muldrow, Q"
Wake Technical Community College,PHM-115-5001,13,"Williams, P"
Wake Technical Community College,PHY-110-5001,5,"Regalado, J"
Wake Technical Community College,PHY-110-5002,12,"Regalado, J"
Wake Technical Community College,PHY-131-0001,12,"Maynard, T"
Wake Technical Community College,PHY-151-0001,10,"Weeks, J, Pohl, B"
Wake Technical Community College,PHY-151-5001,14,"Weeks, J"
Wake Technical Community College,PHY-151-5002,9,"Lipkin, L"
Wake Technical Community College,PHY-151-5003,8,"Lipkin, L"
Wake Technical Community College,PHY-251-5001,4,"Wetli, D"
Wake Technical Community College,PHY-251-5002,5,"Wetli, D"
Wake Technical Community College,PHY-251-5003,5,"Sivayogan, T"
Wake Technical Community College,PHY-251-5004,10,"Sivayogan, T"
Wake Technical Community College,PHY-251-5005,2,"McNairy, W"
Wake Technical Community College,PHY-251-5006,4,"McNairy, W"
Wake Technical Community College,PHY-252-5001,2,"Sujatha, N"
Wake Technical Community College,PHY-252-5002,4,"Sujatha, N"
Wake Technical Community College,PHY-252-5003,7,"Chilton, J"
Wake Technical Community College,PHY-252-5004,22,"James, L"
Wake Technical Community College,PMT-210-0001,9,"Best, M"
Wake Technical Community College,PMT-215-0001,15,"Best, M"
Wake Technical Community College,POL-120-0001,3,"Petty, A"
Wake Technical Community College,POL-120-0002,6,"Petty, A"
Wake Technical Community College,POL-120-0003,2,"Robison Hasani, K"
Wake Technical Community College,POL-120-0004,0,"Robison Hasani, K"
Wake Technical Community College,POL-120-0005,1,"Nester, A"
Wake Technical Community College,POL-120-0006,0,"Nester, A"
Wake Technical Community College,POL-120-0007,15,"Kroeger, D"
Wake Technical Community College,POL-120-5101,2,"Robison Hasani, K"
Wake Technical Community College,POL-120-5102,2,"Robison Hasani, K"
Wake Technical Community College,POL-120-5103,2,"Nester, A"
Wake Technical Community College,POL-120-5104,3,"Robison Hasani, K"
Wake Technical Community College,POL-120-5136,2,"Robison Hasani, K"
Wake Technical Community College,POL-120-5171,0,"Cain, J"
Wake Technical Community College,POL-120-5201,3,"Petty, A"
Wake Technical Community College,POL-120-5202,1,"Petty, A"
Wake Technical Community College,POL-130-5201,2,"Petty, A"
Wake Technical Community College,POL-220-0001,5,"Nester, A"
Wake Technical Community College,POL-220-5201,2,"Petty, A"
Wake Technical Community College,PSY-118-0001,17,"Lewis, N"
Wake Technical Community College,PSY-118-0002,15,"Lewis, N"
Wake Technical Community College,PSY-118-0003,6,"Foster, P"
Wake Technical Community College,PSY-118-0004,0,"Rea, C"
Wake Technical Community College,PSY-118-0005,5,"Breivogel, K"
Wake Technical Community College,PSY-118-0006,5,"Breivogel, K"
Wake Technical Community College,PSY-118-0007,20,"Rea, C"
Wake Technical Community College,PSY-118-5101,4,"Breivogel, K"
Wake Technical Community College,PSY-118-5102,6,"Breivogel, K"
Wake Technical Community College,PSY-118-5103,7,"Foster, P"
Wake Technical Community College,PSY-118-5104,6,"Foster, P"
Wake Technical Community College,PSY-118-5137,0,"Arnette, R"
Wake Technical Community College,PSY-118-5336,3,"Arnette, R"
Wake Technical Community College,PSY-150-0001,7,"Jones, B"
Wake Technical Community College,PSY-150-0002,3,"Jones, B"
Wake Technical Community College,PSY-150-0003,12,"Minor, A"
Wake Technical Community College,PSY-150-0004,3,"Norton, G"
Wake Technical Community College,PSY-150-0005,0,"Sutton, K"
Wake Technical Community College,PSY-150-0006,2,"Norton, G"
Wake Technical Community College,PSY-150-0007,3,"Perry, C"
Wake Technical Community College,PSY-150-0008,0,"Sutton, K"
Wake Technical Community College,PSY-150-0009,4,"Roseman, P"
Wake Technical Community College,PSY-150-0010,4,"Roseman, P"
Wake Technical Community College,PSY-150-0011,2,"Arnette, R"
Wake Technical Community College,PSY-150-0012,5,"Arnette, R"
Wake Technical Community College,PSY-150-0013,2,"Breivogel, K"
Wake Technical Community College,PSY-150-0014,2,"Shallcross, J"
Wake Technical Community College,PSY-150-0016,1,"Roddenberry, C"
Wake Technical Community College,PSY-150-0017,1,"Roddenberry, C"
Wake Technical Community College,PSY-150-0018,0,"Jones, B"
Wake Technical Community College,PSY-150-0019,0,"Roddenberry, C"
Wake Technical Community College,PSY-150-0021,2,"Roddenberry, C"
Wake Technical Community College,PSY-150-0022,0,"Thompson, D"
Wake Technical Community College,PSY-150-0023,1,"Thompson, D"
Wake Technical Community College,PSY-150-0024,0,"Lewis, N"
Wake Technical Community College,PSY-150-0026,0,"Wynn, T"
Wake Technical Community College,PSY-150-0027,7,"Norton, G"
Wake Technical Community College,PSY-150-0028,1,"Norton, G"
Wake Technical Community College,PSY-150-0030,0,"Roddenberry, C"
Wake Technical Community College,PSY-150-0031,0,"Lewis, K"
Wake Technical Community College,PSY-150-0032,0,"Wynn, T"
Wake Technical Community College,PSY-150-0033,0,"Roddenberry, C"
Wake Technical Community College,PSY-150-0034,7,"Lewis, N"
Wake Technical Community College,PSY-150-0035,2,"Minor, A"
Wake Technical Community College,PSY-150-0036,0,"Melburg, V"
Wake Technical Community College,PSY-150-0037,0,"Thompson, D"
Wake Technical Community College,PSY-150-5102,1,"Grovenstein, T"
Wake Technical Community College,PSY-150-5103,4,"Davis, E"
Wake Technical Community College,PSY-150-5104,1,"Jones, B"
Wake Technical Community College,PSY-150-5105,5,"Davis, E"
Wake Technical Community College,PSY-150-5110,1,"Davis, E"
Wake Technical Community College,PSY-150-5112,6,"Grieb, S"
Wake Technical Community College,PSY-150-5114,4,"Grovenstein, T"
Wake Technical Community College,PSY-150-5136,0,"Davis, E"
Wake Technical Community College,PSY-150-5202,2,"Roseman, P"
Wake Technical Community College,PSY-150-5203,4,"Lora, M"
Wake Technical Community College,PSY-150-5204,1,"Lora, M"
Wake Technical Community College,PSY-150-5205,2,"Breivogel, K"
Wake Technical Community College,PSY-150-5208,4,"Lewis, N"
Wake Technical Community College,PSY-150-5209,2,"Perry, C"
Wake Technical Community College,PSY-150-5212,2,"McElvaney, C"
Wake Technical Community College,PSY-150-5216,5,"Shallcross, J"
Wake Technical Community College,PSY-150-5217,2,"Shallcross, J"
Wake Technical Community College,PSY-150-5237,4,"Perry, C"
Wake Technical Community College,PSY-150-5240,2,"Lewis, N"
Wake Technical Community College,PSY-150-5301,2,"Roti, T"
Wake Technical Community College,PSY-150-5302,1,"Davis, E"
Wake Technical Community College,PSY-150-5802,6,"Shallcross, J"
Wake Technical Community College,PSY-150-5804,3,"Thompson, D"
Wake Technical Community College,PSY-150-5836,2,"Thompson, D"
Wake Technical Community College,PSY-237-0001,3,"Norton, G"
Wake Technical Community College,PSY-237-5136,3,"Thompson, D"
Wake Technical Community College,PSY-239-5201,3,"McElvaney, C"
Wake Technical Community College,PSY-241-0001,5,"Grovenstein, T"
Wake Technical Community College,PSY-241-0004,0,"Sutton, K"
Wake Technical Community College,PSY-241-0005,0,"Hyde, J"
Wake Technical Community College,PSY-241-0009,3,"Minor, A"
Wake Technical Community College,PSY-241-0010,0,"Evans, R"
Wake Technical Community College,PSY-241-0012,23,"Hyde, J"
Wake Technical Community College,PSY-241-5101,7,"Grovenstein, T"
Wake Technical Community College,PSY-241-5103,2,"Jones, B"
Wake Technical Community College,PSY-241-5104,1,"Jones, B"
Wake Technical Community College,PSY-241-5105,3,"Jones, B"
Wake Technical Community College,PSY-241-5106,2,"Minor, A"
Wake Technical Community College,PSY-241-5171,1,"Roddenberry, C"
Wake Technical Community College,PSY-241-5201,1,"Sutton, K"
Wake Technical Community College,PSY-241-5202,0,"Sutton, K"
Wake Technical Community College,PSY-241-5204,3,"Shallcross, J"
Wake Technical Community College,PSY-241-5205,3,"Roseman, P"
Wake Technical Community College,PSY-241-5301,0,"Evans, R"
Wake Technical Community College,PSY-241-5836,5,"Shallcross, J"
Wake Technical Community College,PSY-259-5101,6,"McElvaney, C"
Wake Technical Community College,PSY-259-5201,5,"McElvaney, C"
