college,section,seats,instructor
Wake Technical Community College,EDU-250-0001,17,"Worsdale, K"
Wake Technical Community College,EDU-261-0001,9,"Squires, J"
Wake Technical Community College,EDU-262-0001,12,"Thompson, F"
Wake Technical Community College,EDU-263-0001,15,"VanSchaick, D"
Wake Technical Community College,EDU-280-0001,12,"Worsdale, K"
Wake Technical Community College,EDU-282-0001,7,"Dawson, D"
Wake Technical Community College,EDU-284-0001,2,"Rathbone, M"
Wake Technical Community College,EFL-073-5103,7,"Hogsett, M"
Wake Technical Community College,EFL-074-0001,4,"Swanson, M"
Wake Technical Community College,EFL-074-5102,1,"Zettervall, J"
Wake Technical Community College,EFL-074-5136,2,"Shaheen, K"
Wake Technical Community College,EFL-083-5136,7,"Lamb, C"
Wake Technical Community College,EFL-084-0001,5,"Swanson, M"
Wake Technical Community College,EFL-084-5102,6,"Mitrovich, K"
Wake Technical Community College,EFL-084-5136,9,"Witynski, A"
Wake Technical Community College,EFL-093-5136,3,"Horsley, K"
Wake Technical Community College,EFL-094-5101,2,"Shaheen, K"
Wake Technical Community College,EFL-094-5102,1,"Johnson, K"
Wake Technical Community College,EFL-095-5136,0,"Hogsett, M"
Wake Technical Community College,EGR-115-0001,3,"Floyd, M"
Wake Technical Community College,EGR-115-0002,3,"Baalla, Y"
Wake Technical Community College,EGR-115-0003,3,"Baalla, Y"
Wake Technical Community College,EGR-115A-0002,10,"Brackett, H"
Wake Technical Community College,EGR-115A-0003,2,"Baalla, Y"
Wake Technical Community College,EGR-115A-0004,5,"Baalla, Y"
Wake Technical Community College,EGR-150-5005,3,"Albuquerque, F"
Wake Technical Community College,EGR-150-5018,6,"Albuquerque, F"
Wake Technical Community College,EGR-150-5036,1,"Noel, S"
Wake Technical Community College,EGR-150-5047,3,"Noel, S"
Wake Technical Community College,EGR-150-5067,2,"Albuquerque, F"
Wake Technical Community College,EGR-150-5075,4,"Noel, S"
Wake Technical Community College,EGR-212-5049,2,"Hoffman, C"
Wake Technical Community College,EGR-220-5002,8,"Albuquerque, F"
Wake Technical Community College,EGR-220-5046,5,"Wildrick, B"
Wake Technical Community College,EGR-251-0001,0,"Mir Shah Ghassemi, S"
Wake Technical Community College,EGR-251-0002,7,"Baalla, Y"
Wake Technical Community College,EGR-252-0001,7,"Mir Shah Ghassemi, S"
Wake Technical Community College,ELC-118-0001,6,"Taylor, Z"
Wake Technical Community College,ELC-118-0002,10,"Taylor, Z"
Wake Technical Community College,ELC-127-0001,18,"Taylor, Z"
Wake Technical Community College,ELC-131-0001,10,"Clevenger, J"
Wake Technical Community College,ELC-131A-0001,3,"Cheng, N"
Wake Technical Community College,ELC-131A-0002,4,"Cheng, N"
Wake Technical Community College,ELN-133-0001,9,"Keen, C"
Wake Technical Community College,ELN-232-0001,8,"Clevenger, J"
Wake Technical Community College,ELN-234-0001,10,"Cheng, N"
Wake Technical Community College,ELN-260-0001,2,"Donaldson, W"
Wake Technical Community College,EMS-125-0001,0,"Hunter, S"
Wake Technical Community College,EMS-210-0001,2,"Hunter, S"
Wake Technical Community College,EMS-235-0001,0,"Hubble, M"
Wake Technical Community College,EMS-280-0001,0,"Hubble, M"
Wake Technical Community College,ENG-002-0015,0,"Allen, K"
Wake Technical Community College,ENG-002-0016,0,"Walker, A"
Wake Technical Community College,ENG-002-0017,1,"McAbee, R"
Wake Technical Community College,ENG-002-0018,0,"Blackwell, A"
Wake Technical Community College,ENG-002-0019,0,"McCrimmon, E"
Wake Technical Community College,ENG-002-0020,0,"Cooper, M"
Wake Technical Community College,ENG-002-5003,1,"Davis, S"
Wake Technical Community College,ENG-002-5004,0,"O'Sullivan, R"
Wake Technical Community College,ENG-002-5005,0,"Allen, K"
Wake Technical Community College,ENG-002-5006,0,"Kearns, A"
Wake Technical Community College,ENG-002-5007,1,"Kearns, A"
Wake Technical Community College,ENG-002-5008,2,"Whisenant, W"
Wake Technical Community College,ENG-002-5009,3,"Cuomo, A"
Wake Technical Community College,ENG-002-5010,1,"Shieff, L"
Wake Technical Community College,ENG-002-5011,0,"O'Sullivan, R"
Wake Technical Community College,ENG-002-5012,1,"Sharpe, C"
Wake Technical Community College,ENG-002-5013,0,"Davis, S"
Wake Technical Community College,ENG-002-5014,2,"Burk, C"
Wake Technical Community College,ENG-011-0001G,2,"Cunningham, M"
Wake Technical Community College,ENG-011-0002G,2,"Leonard, R"
Wake Technical Community College,ENG-011-0003G,4,"Breneman, R"
Wake Technical Community College,ENG-011-0004G,1,"Paul, K"
Wake Technical Community College,ENG-011-0005G,1,"Jones, P"
Wake Technical Community College,ENG-011-0006G,1,"Cunningham, M"
Wake Technical Community College,ENG-011-0007G,2,"Breneman, R"
Wake Technical Community College,ENG-011-0008G,3,"Burk, C"
Wake Technical Community College,ENG-011-0009G,5,"Burk, C"
Wake Technical Community College,ENG-011-0010G,3,"Leonard, R"
Wake Technical Community College,ENG-011-0032G,5,"Breneman, R"
Wake Technical Community College,ENG-011-0033G,1,"Taylor, L"
Wake Technical Community College,ENG-011-0041G,1,"Breneman, R"
Wake Technical Community College,ENG-011-0042G,0,"Jones, P"
Wake Technical Community College,ENG-011-0062G,0,"Whisenant, W"
Wake Technical Community College,ENG-011-0063G,0,"Allen, K"
Wake Technical Community College,ENG-011-0077G,5,"McCrimmon, E"
Wake Technical Community College,ENG-011-0078G,7,"Blackwell, A"
Wake Technical Community College,ENG-011-5101G,2,"Cunningham, M"
Wake Technical Community College,ENG-011-5102G,2,"Cunningham, M"
Wake Technical Community College,ENG-011-5103G,4,"Cunningham, M"
Wake Technical Community College,ENG-011-5104G,2,"Allen, K"
Wake Technical Community College,ENG-011-5105G,3,"Taylor, L"
Wake Technical Community College,ENG-011-5108G,0,"Davis, S"
Wake Technical Community College,ENG-011-5109G,2,"Paul, K"
Wake Technical Community College,ENG-011-5112G,2,"Allen, K"
Wake Technical Community College,ENG-011-5113G,1,"O'Sullivan, R"
Wake Technical Community College,ENG-011-5137G,1,"O'Sullivan, R"
Wake Technical Community College,ENG-011-5138G,2,"Whisenant, W"
Wake Technical Community College,ENG-011-5139G,0,"Brodeur, J"
Wake Technical Community College,ENG-011-5140G,3,"Brodeur, J"
Wake Technical Community College,ENG-011-5203G,2,"Whisenant, W"
Wake Technical Community College,ENG-011-5204G,0,"Breneman, R"
Wake Technical Community College,ENG-011-5205G,0,"Shieff, L"
Wake Technical Community College,ENG-011-5206G,1,"Burk, C"
Wake Technical Community College,ENG-011-5208G,5,"Burk, C"
Wake Technical Community College,ENG-011-5238G,2,"Brodeur, J"
Wake Technical Community College,ENG-011-5239G,3,"Shieff, L"
Wake Technical Community College,ENG-011-5240G,1,"Breneman, R"
Wake Technical Community College,ENG-011-5241G,0,"Walker, A"
Wake Technical Community College,ENG-011-5242G,2,"Walker, A"
Wake Technical Community College,ENG-011-5401G,5,"Taylor, L"
Wake Technical Community College,ENG-011-5801G,3,"Burk, C"
Wake Technical Community College,ENG-011-5836G,3,"McAbee, R"
Wake Technical Community College,ENG-011-5903G,2,"Cunningham, M"
Wake Technical Community College,ENG-011-5922G,1,"Allen, K"
Wake Technical Community College,ENG-011-5936G,1,"Davis, S"
Wake Technical Community College,ENG-011-5937G,0,"Cunningham, M"
Wake Technical Community College,ENG-011-5938G,1,"Taylor, L"
Wake Technical Community College,ENG-110-0001,21,"Hanthorn, C"
Wake Technical Community College,ENG-110-5101,1,"Denning, N"
Wake Technical Community College,ENG-110-5136,2,"Denning, N"
Wake Technical Community College,ENG-110-5201,1,"Byrd, S"
Wake Technical Community College,ENG-111-0001,7,"Morgan, M"
Wake Technical Community College,ENG-111-0001G,2,"Morgan, M"
Wake Technical Community College,ENG-111-0002,3,"Lapeze, J"
Wake Technical Community College,ENG-111-0002G,3,"Lapeze, J"
Wake Technical Community College,ENG-111-0003,4,"Lapeze, J"
Wake Technical Community College,ENG-111-0003G,4,"Lapeze, J"
Wake Technical Community College,ENG-111-0004,5,"Etheridge, J"
Wake Technical Community College,ENG-111-0004G,3,"Etheridge, J"
Wake Technical Community College,ENG-111-0005,1,"Dennis, P"
Wake Technical Community College,ENG-111-0005G,2,"Dennis, P"
Wake Technical Community College,ENG-111-0006,1,"Bowden, N"
Wake Technical Community College,ENG-111-0006G,3,"Bowden, N"
Wake Technical Community College,ENG-111-0007,3,"Eatmon, J"
Wake Technical Community College,ENG-111-0007G,2,"Eatmon, J"
Wake Technical Community College,ENG-111-0008,10,"Harris, M"
Wake Technical Community College,ENG-111-0008G,3,"Harris, M"
Wake Technical Community College,ENG-111-0009,12,"Klein, R"
Wake Technical Community College,ENG-111-0009G,6,"Klein, R"
Wake Technical Community College,ENG-111-0010,2,"Neilson, J"
Wake Technical Community College,ENG-111-0010G,4,"Neilson, J"
Wake Technical Community College,ENG-111-0011,3,"Evarts, J"
Wake Technical Community College,ENG-111-0012,4,"Etheridge, J"
Wake Technical Community College,ENG-111-0013,3,"Smith, T"
Wake Technical Community College,ENG-111-0014,3,"Smith, T"
Wake Technical Community College,ENG-111-0015,19,"Stall, F"
Wake Technical Community College,ENG-111-0016,8,"Betts, A"
Wake Technical Community College,ENG-111-0017,3,"Keeley, S"
Wake Technical Community College,ENG-111-0018,2,"Dennis, P"
Wake Technical Community College,ENG-111-0019,3,"Dees, L"
Wake Technical Community College,ENG-111-0020,6,"Williams, P"
Wake Technical Community College,ENG-111-0021,13,"Harr, J"
Wake Technical Community College,ENG-111-0022,7,"Neighbors, C"
Wake Technical Community College,ENG-111-0023,2,"Maness, D"
Wake Technical Community College,ENG-111-0024,1,"Maness, D"
Wake Technical Community College,ENG-111-0025,5,"Burford, B"
Wake Technical Community College,ENG-111-0026,5,"Snoke, A"
Wake Technical Community College,ENG-111-0027,7,"Fenton-Glass, J"
Wake Technical Community College,ENG-111-0028,12,"Vickrey, J"
Wake Technical Community College,ENG-111-0029,6,"Bowden, N"
Wake Technical Community College,ENG-111-0030,3,"Bowden, N"
Wake Technical Community College,ENG-111-0031,7,"Harr, J"
Wake Technical Community College,ENG-111-0032,1,"Ingram, L"
Wake Technical Community College,ENG-111-0032G,6,"Ingram, L"
Wake Technical Community College,ENG-111-0033,2,"Ingram, L"
Wake Technical Community College,ENG-111-0033G,3,"Ingram, L"
Wake Technical Community College,ENG-111-0034,4,"Ingram, L"
Wake Technical Community College,ENG-111-0035,1,"McQuade, J"
Wake Technical Community College,ENG-111-0036,2,"McQuade, J"
Wake Technical Community College,ENG-111-0037,14,"Quirk, E"
Wake Technical Community College,ENG-111-0038,5,"Doria, A"
Wake Technical Community College,ENG-111-0039,2,"Lovett, G"
Wake Technical Community College,ENG-111-0040,10,"Burford, B"
Wake Technical Community College,ENG-111-0041,2,"Martin, L"
Wake Technical Community College,ENG-111-0041G,1,"Martin, L"
Wake Technical Community College,ENG-111-0055,0,"Keltz, K"
Wake Technical Community College,ENG-111-0060,0,"Hanthorn, C"
Wake Technical Community College,ENG-111-0061,0,"Harris, M"
Wake Technical Community College,ENG-111-0062,0,"Palmer, S"
Wake Technical Community College,ENG-111-0062G,0,"Palmer, S"
Wake Technical Community College,ENG-111-0063,0,"Palmer, S"
Wake Technical Community College,ENG-111-0063G,0,"Palmer, S"
Wake Technical Community College,ENG-111-0064,0,"High, S"
Wake Technical Community College,ENG-111-0065,0,"Sparks, A"
Wake Technical Community College,ENG-111-0066,0,"High, S"
Wake Technical Community College,ENG-111-0067,0,"Sparks, A"
Wake Technical Community College,ENG-111-0068,0,"Cuthbertson, T"
Wake Technical Community College,ENG-111-0069,0,"Sparks, A"
Wake Technical Community College,ENG-111-0070,0,"Sparks, A"
Wake Technical Community College,ENG-111-0071,0,"Palmer, S"
Wake Technical Community College,ENG-111-0072,0,"Palmer, S"
Wake Technical Community College,ENG-111-0073,11,"Hanthorn, C"
Wake Technical Community College,ENG-111-0074,0,"Klein, R"
Wake Technical Community College,ENG-111-0075,6,"Bowden, N"
Wake Technical Community College,ENG-111-0076,12,"Harr, J"
Wake Technical Community College,ENG-111-0077,10,"Snoke, A"
Wake Technical Community College,ENG-111-0077G,5,"Snoke, A"
Wake Technical Community College,ENG-111-0078,10,"Snoke, A"
Wake Technical Community College,ENG-111-0078G,7,"Snoke, A"
Wake Technical Community College,ENG-111-5101,0,"Budd, B"
Wake Technical Community College,ENG-111-5101G,2,"Budd, B"
Wake Technical Community College,ENG-111-5102,2,"Dees, L"
Wake Technical Community College,ENG-111-5102G,3,"Dees, L"
Wake Technical Community College,ENG-111-5103,2,"Martin, L"
Wake Technical Community College,ENG-111-5103G,4,"Martin, L"
Wake Technical Community College,ENG-111-5104,0,"Williams, P"
Wake Technical Community College,ENG-111-5104G,2,"Williams, P"
Wake Technical Community College,ENG-111-5105,0,"Williams, P"
Wake Technical Community College,ENG-111-5105G,3,"Williams, P"
Wake Technical Community College,ENG-111-5108,0,"Budd, B"
Wake Technical Community College,ENG-111-5108G,0,"Budd, B"
Wake Technical Community College,ENG-111-5109,1,"Budd, B"
Wake Technical Community College,ENG-111-5109G,2,"Budd, B"
Wake Technical Community College,ENG-111-5112,0,"Harrell, L"
Wake Technical Community College,ENG-111-5112G,2,"Harrell, L"
Wake Technical Community College,ENG-111-5113,0,"Harrell, L"
Wake Technical Community College,ENG-111-5113G,1,"Harrell, L"
Wake Technical Community College,ENG-111-5119,6,"Potter, C"
Wake Technical Community College,ENG-111-5137,0,"Potter, C"
Wake Technical Community College,ENG-111-5137G,2,"Potter, C"
Wake Technical Community College,ENG-111-5138,4,"Potter, C"
Wake Technical Community College,ENG-111-5138G,3,"Potter, C"
Wake Technical Community College,ENG-111-5139,3,"Betts, A"
Wake Technical Community College,ENG-111-5139G,0,"Betts, A"
Wake Technical Community College,ENG-111-5140,0,"Betts, A"
Wake Technical Community College,ENG-111-5140G,3,"Betts, A"
Wake Technical Community College,ENG-111-5141,4,"Owens, M"
Wake Technical Community College,ENG-111-5201,0,"Byrd, S"
Wake Technical Community College,ENG-111-5203,2,"Fenton-Glass, J"
Wake Technical Community College,ENG-111-5203G,2,"Fenton-Glass, J"
Wake Technical Community College,ENG-111-5204,2,"Fleggas, E"
Wake Technical Community College,ENG-111-5204G,0,"Fleggas, E"
Wake Technical Community College,ENG-111-5205,0,"Morris, E"
Wake Technical Community College,ENG-111-5205G,0,"Morris, E"
Wake Technical Community College,ENG-111-5206,1,"Keeley, S"
Wake Technical Community College,ENG-111-5206G,1,"Keeley, S"
Wake Technical Community College,ENG-111-5208,2,"Keeley, S"
Wake Technical Community College,ENG-111-5208G,5,"Keeley, S"
Wake Technical Community College,ENG-111-5211,6,"Wolkowski, J"
Wake Technical Community College,ENG-111-5213,7,"Wolkowski, J"
Wake Technical Community College,ENG-111-5214,6,"Wolkowski, J"
Wake Technical Community College,ENG-111-5238,7,"Peace, S"
Wake Technical Community College,ENG-111-5238G,2,"Peace, S"
Wake Technical Community College,ENG-111-5239,1,"Fleggas, E"
Wake Technical Community College,ENG-111-5239G,4,"Fleggas, E"
Wake Technical Community College,ENG-111-5240,0,"Bossing, W"
Wake Technical Community College,ENG-111-5240G,1,"Bossing, W"
Wake Technical Community College,ENG-111-5241,2,"Bossing, W"
Wake Technical Community College,ENG-111-5241G,0,"Bossing, W"
Wake Technical Community College,ENG-111-5242,0,"Morris, E"
Wake Technical Community College,ENG-111-5242G,1,"Morris, E"
Wake Technical Community College,ENG-111-5244,1,"Morris, E"
Wake Technical Community College,ENG-111-5245,1,"Bossing, W"
Wake Technical Community College,ENG-111-5246,0,"Byrd, S"
Wake Technical Community College,ENG-111-5271,2,"Wooten, R"
Wake Technical Community College,ENG-111-5271G,1,"Wooten, R"
Wake Technical Community College,ENG-111-5301,3,"Volstad, G"
Wake Technical Community College,ENG-111-5371,2,"Wooten, R"
Wake Technical Community College,ENG-111-5401,0,"Dees, L"
Wake Technical Community College,ENG-111-5401G,5,"Dees, L"
Wake Technical Community College,ENG-111-5801,0,"Paden, M"
Wake Technical Community College,ENG-111-5801G,4,"Paden, M"
Wake Technical Community College,ENG-111-5836,0,"Paden, M"
Wake Technical Community College,ENG-111-5836G,3,"Paden, M"
Wake Technical Community College,ENG-111-5903,3,"Dees, L"
Wake Technical Community College,ENG-111-5903G,2,"Dees, L"
Wake Technical Community College,ENG-111-5922,0,"Budd, B"
Wake Technical Community College,ENG-111-5922G,0,"Budd, B"
Wake Technical Community College,ENG-111-5936,3,"Byrd, S"
Wake Technical Community College,ENG-111-5936G,0,"Byrd, S"
Wake Technical Community College,ENG-111-5937,0,"Byrd, S"
Wake Technical Community College,ENG-111-5937G,0,"Byrd, S"
