college,section,credits,instructor,meeting_info,location
Edgecombe Community College,SUR-122-TD1 SUR-122 Surgical Procedures I,6,"Shippen, S"," T/Th 8:00 AM - 11:59 AM TBD 1/7/2021 - 5/5/2021  ECC-Tarboro Campus, Biotech & Medical Sim Ctr 109TBD Classroom Hours  Meeting Times TBD ","[' ECC-Tarboro Campus, Biotech & Medical Sim Ctr 109TBD Classroom Hours ', '']"
Edgecombe Community College,SUR-123-TD1 SUR-123 Sur Clinical Practice I,7,"Shippen, S"," M/W/F 7:00 AM - 2:30 PM TBD 1/7/2021 - 5/5/2021  OC, Allied Health Clinical Site SURTBD Clinical Hours  Meeting Times TBD ","[' OC, Allied Health Clinical Site SURTBD Clinical Hours ', '']"
Edgecombe Community College,SUR-210-OL1 SUR-210 Adv SUR Clinical Practice,2,"Shippen, S"," - TBD 1/7/2021 - 5/5/2021  Online Course, Online Course OLTBD Clinical Hours  Meeting Times TBD ","[' Online Course, Online Course OLTBD Clinical Hours ', '']"
Edgecombe Community College,SUR-211-OL1 SUR-211 Adv Theoretical Concepts,2,"Shippen, S"," - TBD 1/7/2021 - 5/5/2021  Online Course, Online Course OLTBD Classroom Hours  Meeting Times TBD ","[' Online Course, Online Course OLTBD Classroom Hours ', '']"
Edgecombe Community College,SWK-110-OL1 SWK-110 Intro to Social Work,3,"Pearson, R"," - TBD 1/7/2021 - 5/5/2021  Online Course, Online Course OLTBD Classroom Hours  Meeting Times TBD ","[' Online Course, Online Course OLTBD Classroom Hours ', '']"
Edgecombe Community College,SWK-113-OL1 SWK-113 Working With Diversity,3,"Pearson, R"," - TBD 1/7/2021 - 5/5/2021  Online Course, Online Course OLTBD Classroom Hours  Meeting Times TBD ","[' Online Course, Online Course OLTBD Classroom Hours ', '']"
Edgecombe Community College,TOM-130-OL1 TOM-130 Fleet Maintenance,3,"Ellis-Kiser, J"," - TBD 1/7/2021 - 5/5/2021  Online Course, Online Course OLTBD Classroom Hours  Meeting Times TBD ","[' Online Course, Online Course OLTBD Classroom Hours ', '']"
Edgecombe Community College,TOM-250-OL1 TOM-250 Operations of Trucking I,3,"Ellis-Kiser, J"," - TBD 1/7/2021 - 5/5/2021  Online Course, Online Course OLTBD Classroom Hours  Meeting Times TBD ","[' Online Course, Online Course OLTBD Classroom Hours ', '']"
Edgecombe Community College,TRN-120-TD1 TRN-120 Basic Transp Electricity,5,"Carroll, A"," M/W/F 12:15 PM - 2:35 PM TBD 1/7/2021 - 5/5/2021  ECC-Tarboro Campus, Havens Bldg 446TBD Classroom Hours  Meeting Times TBD ","[' ECC-Tarboro Campus, Havens Bldg 446TBD Classroom Hours ', '']"
Edgecombe Community College,TRN-130-TD2 TRN-130 Intro to Sustainable Transp,3,"Carroll, A"," T/Th 9:00 AM - 10:59 AM TBD 1/7/2021 - 5/5/2021  ECC-Tarboro Campus, Havens Bldg 446TBD Classroom Hours  Meeting Times TBD ","[' ECC-Tarboro Campus, Havens Bldg 446TBD Classroom Hours ', '']"
Edgecombe Community College,TRN-180-TD1 TRN-180 Basic Welding for Transp,3,"Strickland, K"," T/Th 12:15 PM - 2:45 PM TBD 1/7/2021 - 5/5/2021  ECC-Tarboro Campus, Facilities Mnt & Welding Bldg 107TBD Classroom Hours  Meeting Times TBD ","[' ECC-Tarboro Campus, Facilities Mnt & Welding Bldg 107TBD Classroom Hours ', '']"
Edgecombe Community College,WEB-115-OL1 WEB-115 Web Markup and Scripting,3,," - TBD 1/7/2021 - 5/5/2021  Online Course, Online Course OLTBD Classroom Hours  Meeting Times TBD ","[' Online Course, Online Course OLTBD Classroom Hours ', '']"
Edgecombe Community College,WEB-141-OL1 WEB-141 Mobile Interface Design,3,," - TBD 1/7/2021 - 5/5/2021  Online Course, Online Course OLTBD Classroom Hours  Meeting Times TBD ","[' Online Course, Online Course OLTBD Classroom Hours ', '']"
Halifax Community College,ACA-122-11D1 ACA-122 College Transfer Success,1,"Fournier, S"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 3/8/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,ACA-122-11D2 ACA-122 College Transfer Success,1,"Ruffin, B"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 3/8/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,ACA-122-11V3 ACA-122 College Transfer Success,1,"Lamont, C"," T/Th 2:00 PM - 2:50 PM TBD 1/11/2021 - 3/8/2021  Main Campus, Admin/Acad Bldg 126TBD Lab/Shop Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 3/8/2021  Main Campus, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 126TBD Lab/Shop Hours ', ' Main Campus, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,ACA-122-11W4 ACA-122 College Transfer Success,1,"Lewis, M"," M/W 9:00 AM - 9:50 AM TBD 1/11/2021 - 3/8/2021  Main Campus, Admin/Acad Bldg 126TBD Lab/Shop Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 3/8/2021  Main Campus, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 126TBD Lab/Shop Hours ', ' Main Campus, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,ACA-122-12D5 ACA-122 College Transfer Success,1,"Ruffin, B"," M/T/W/Th/F/Sa/Su - TBD 3/9/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,ACA-122-12D6 ACA-122 College Transfer Success,1,"Fournier, S"," M/T/W/Th/F/Sa/Su - TBD 3/9/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,ACA-122-12V7 ACA-122 College Transfer Success,1,"Lamont, C"," M/W 2:00 PM - 2:50 PM TBD 3/9/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 126TBD Lab/Shop Hours  M/T/W/Th/F/Sa/Su - TBD 3/9/2021 - 5/10/2021  Main Campus, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 126TBD Lab/Shop Hours ', ' Main Campus, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,ACA-122-12W8 ACA-122 College Transfer Success,1,"Lewis, M"," T/Th 9:00 AM - 9:50 AM TBD 3/9/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 126TBD Lab/Shop Hours  M/T/W/Th/F/Sa/Su - TBD 3/9/2021 - 5/10/2021  Main Campus, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 126TBD Lab/Shop Hours ', ' Main Campus, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,ACC-120-1D1 ACC-120 Prin of Financial Accounting,4,"Hamilton, B"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,ART-111-11D4 ART-111 Art Appreciation,3,TBA," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 3/8/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
Halifax Community College,ART-111-12D5 ART-111 Art Appreciation,3,TBA," M/T/W/Th/F/Sa/Su - TBD 3/9/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
Halifax Community College,ART-111-1D1 ART-111 Art Appreciation,3,"Snyder, S"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
Halifax Community College,ART-111-1D2 ART-111 Art Appreciation,3,"Snyder, S"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
Halifax Community College,ART-111-1D3 ART-111 Art Appreciation,3,"Snyder, S"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
Halifax Community College,AUT-113-101 AUT-113 Automotive Servicing I,2,"Renn, M"," T/Th 9:30 AM - 12:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 123TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 123TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-141-101 AUT-141 Suspension & Steering Sys,3,"Mumford, K"," T/Th 9:10 AM - 10:00 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 115TBD Classroom Hours  T 10:10 AM - 1:00 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 115TBD Classroom Hours ', ' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-141A-101 AUT-141A Suspension & Steering Lab,1,"Mumford, K"," Th 10:10 AM - 1:00 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-151-101 AUT-151 Brake Systems,3,"Renn, M"," M/W 9:30 AM - 10:20 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 115TBD Classroom Hours  M 10:30 AM - 1:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 115TBD Classroom Hours ', ' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-151-1C2 AUT-151 Brake Systems,3,"Renn, M"," M 7:45 AM - 9:05 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 115TBD Classroom Hours  T 7:45 AM - 8:05 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 115TBD Classroom Hours  T 8:05 AM - 9:05 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  W 7:45 AM - 9:05 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Th 7:45 AM - 7:55 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 115TBD Classroom Hours ', ' Main Campus, Admin/Acad Bldg 115TBD Classroom Hours ', ' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', ' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', ' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-151A-101 AUT-151A Brakes Systems Lab,1,"Renn, M"," W 10:30 AM - 1:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-151A-1C2 AUT-151A Brakes Systems Lab,1,"Renn, M"," F 7:45 AM - 9:05 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Th 7:56 AM - 9:06 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', ' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-163-101 AUT-163 Adv Auto Electricity,3,"Mumford, K"," M/T 1:30 PM - 2:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 115TBD Classroom Hours  M/T 2:30 PM - 3:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  W 1:30 PM - 2:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 115TBD Classroom Hours ', ' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', ' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-163A-101 AUT-163A Adv Auto Electricity Lab,1,"Mumford, K"," W 2:30 PM - 3:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Th 1:30 PM - 3:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', ' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-181-101 AUT-181 Engine Performance 1,3,"Renn, M"," F 12:30 PM - 2:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 115TBD Classroom Hours  F 9:30 AM - 12:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 115TBD Classroom Hours ', ' Main Campus, Admin/Acad Bldg 119TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-221-101 AUT-221 Auto Transm/Transaxles,3,"Mumford, K"," M/W 12:10 PM - 1:00 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 115TBD Classroom Hours  M 9:10 AM - 12:00 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 122TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 115TBD Classroom Hours ', ' Main Campus, Admin/Acad Bldg 122TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-221A-101 AUT-221A Auto Transm/Transax Lab,1,"Mumford, K"," W 9:10 AM - 12:00 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 122TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 122TBD Lab/Shop Hours ', '']"
Halifax Community College,AUT-281-101 AUT-281 Adv Engine Performance,3,"Mumford, K"," F 9:00 AM - 10:50 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 115TBD Classroom Hours  F 11:00 AM - 12:50 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 122TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 115TBD Classroom Hours ', ' Main Campus, Admin/Acad Bldg 122TBD Lab/Shop Hours ', '']"
Halifax Community College,BIO-111-1D1 BIO-111 General Biology I,4,"Galvin, J"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,BIO-112-1D1 BIO-112 General Biology II,4,"Galvin, J"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,BIO-112-1V2 BIO-112 General Biology II,4,"Galvin, J"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  Main Campus, Internet Or Online IN1TBD Classroom Hours  T 11:30 AM - 12:50 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Science/Literacy Ed 509TBD Lab/Shop Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  Main Campus, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Internet Or Online IN1TBD Classroom Hours ', ' Main Campus, Science/Literacy Ed 509TBD Lab/Shop Hours ', ' Main Campus, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,BIO-168-1WA BIO-168 Anatomy and Physiology I,4,"King, L"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  Main Campus, Internet Or Online IN1TBD Classroom Hours  M 5:00 PM - 7:50 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Science/Literacy Ed 511TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Internet Or Online IN1TBD Classroom Hours ', ' Main Campus, Science/Literacy Ed 511TBD Lab/Shop Hours ', '']"
Halifax Community College,BIO-169-101 BIO-169 Anatomy and Physiology II,4,"Wheeler, T"," M/W 12:00 PM - 1:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Science/Literacy Ed 509TBD Classroom Hours  W 2:00 PM - 4:50 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Science/Literacy Ed 509TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Science/Literacy Ed 509TBD Classroom Hours ', ' Main Campus, Science/Literacy Ed 509TBD Lab/Shop Hours ', '']"
Halifax Community College,BIO-169-10A BIO-169 Anatomy and Physiology II,4,"Wheeler, T"," M 5:30 PM - 8:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Science/Literacy Ed 509TBD Classroom Hours  T 5:30 PM - 8:20 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Science/Literacy Ed 509TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Science/Literacy Ed 509TBD Classroom Hours ', ' Main Campus, Science/Literacy Ed 509TBD Lab/Shop Hours ', '']"
Halifax Community College,BIO-175-1V1 BIO-175 General Microbiology,3,"Galvin, J"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  Main Campus, Internet Or Online IN1TBD Classroom Hours  W 10:00 AM - 11:50 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Science/Literacy Ed 509TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Internet Or Online IN1TBD Classroom Hours ', ' Main Campus, Science/Literacy Ed 509TBD Lab/Shop Hours ', '']"
Halifax Community College,BPR-111-1D1 BPR-111 Print Reading,2,"Lynch, J"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,BUS-110-12D2 BUS-110 Introduction to Business,3,"Blue, S"," M/T/W/Th/F/Sa/Su - TBD 3/9/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
Halifax Community College,BUS-110-1V1 BUS-110 Introduction to Business,3,"Eze, J"," M/W/F 2:00 PM - 2:50 PM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 112TBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 112TBD Classroom Hours ', '']"
Halifax Community College,BUS-116-12D1 BUS-116 Business Law II,3,"Eze, J"," M/T/W/Th/F/Sa/Su - TBD 3/9/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
Halifax Community College,BUS-121-1D1 BUS-121 Business Math,3,"Cyrus, T"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,BUS-137-1D1 BUS-137 Principles of Management,3,"Eze, J"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
Halifax Community College,BUS-225-1D1 BUS-225 Business Finance,3,"Eze, J"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,BUS-230-1D1 BUS-230 Small Business Management,3,"Eze, J"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
Halifax Community College,BUS-239-1D1 BUS-239 Bus Applications Seminar,2,"Butcher, L"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,"CHM-130-1D1 CHM-130 Gen, Org, & Biochemistry",3,"Carlisle, A"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
Halifax Community College,CHM-132-1D1 CHM-132 Organic and Biochemistry,4,"Carlisle, A"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,CHM-151-1D1 CHM-151 General Chemistry I,4,"Kilpatrick, K"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,CHM-152-1D1 CHM-152 General Chemistry II,4,"Kilpatrick, K"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,CIS-110-12D4 CIS-110 Introduction to Computers,3,"Lashley, T"," M/T/W/Th/F/Sa/Su - TBD 3/9/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 3/9/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,CIS-110-1D1 CIS-110 Introduction to Computers,3,"Obi, E"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  On-Line, Internet Or Online IN1TBD Lab/Shop Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', ' On-Line, Internet Or Online IN1TBD Lab/Shop Hours ', '']"
Halifax Community College,CIS-110-1V2 CIS-110 Introduction to Computers,3,"Obi, E"," T/Th 9:00 AM - 9:50 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 128TBD Classroom Hours  T/Th 10:00 AM - 10:50 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 128TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Admin/Acad Bldg 128TBD Classroom Hours ', ' Main Campus, Admin/Acad Bldg 128TBD Lab/Shop Hours ', '']"
Halifax Community College,CIS-110-1W3 CIS-110 Introduction to Computers,3,"Obi, E"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 5/10/2021  Main Campus, Internet Or Online IN1TBD Classroom Hours  M/W 10:00 AM - 10:50 AM TBD 1/11/2021 - 5/10/2021  Main Campus, Admin/Acad Bldg 128TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Internet Or Online IN1TBD Classroom Hours ', ' Main Campus, Admin/Acad Bldg 128TBD Lab/Shop Hours ', '']"
Halifax Community College,CJC-111-11D1 CJC-111 Intro to Criminal Justice,3,"Bartels, E"," M/T/W/Th/F/Sa/Su - TBD 1/11/2021 - 3/8/2021  On-Line, Internet Or Online IN1TBD Classroom Hours  Meeting Times TBD ","[' On-Line, Internet Or Online IN1TBD Classroom Hours ', '']"
