Column1,college,section,seats,instructor
2387,Wake Technical Community College,HIS-111-0008,0,"Berry, R"
2388,Wake Technical Community College,HIS-111-5101,4,"Hill, S"
2389,Wake Technical Community College,HIS-111-5136,5,"Hill, S"
2390,Wake Technical Community College,HIS-111-5201,6,"Carapelle, B"
2391,Wake Technical Community College,HIS-111-5202,7,"Carapelle, B"
2392,Wake Technical Community College,HIS-111-5236,4,"Carapelle, B"
2393,Wake Technical Community College,HIS-111-5237,1,"Anthony, T"
2394,Wake Technical Community College,HIS-111-5471,0,"Anthony, T"
2395,Wake Technical Community College,HIS-112-0001,9,"Hill, S"
2396,Wake Technical Community College,HIS-112-0002,9,"Hill, S"
2397,Wake Technical Community College,HIS-112-0003,5,"Rees, J"
2398,Wake Technical Community College,HIS-112-5101,3,"Rees, J"
2399,Wake Technical Community College,HIS-112-5201,3,"Carapelle, B"
2400,Wake Technical Community College,HIS-112-5236,3,"Anthony, T"
2401,Wake Technical Community College,HIS-131-0001,1,"Richardson, R"
2402,Wake Technical Community College,HIS-131-0002,3,"Richardson, R"
2403,Wake Technical Community College,HIS-131-0003,8,"Kaiser, J"
2404,Wake Technical Community College,HIS-131-0004,3,"Benter, A"
2405,Wake Technical Community College,HIS-131-0005,4,"Benter, A"
2406,Wake Technical Community College,HIS-131-0006,0,"Medlin, E"
2407,Wake Technical Community College,HIS-131-0007,0,"Medlin, E"
2408,Wake Technical Community College,HIS-131-0008,0,"Kaiser, J"
2409,Wake Technical Community College,HIS-131-0009,0,"Harris, G"
2410,Wake Technical Community College,HIS-131-5102,3,"Kaiser, J"
2411,Wake Technical Community College,HIS-131-5103,1,"Kaiser, J"
2412,Wake Technical Community College,HIS-131-5136,5,"Wils, J"
2413,Wake Technical Community College,HIS-131-5137,2,"Wils, J"
2414,Wake Technical Community College,HIS-131-5201,7,"Rees, J"
2415,Wake Technical Community College,HIS-131-5202,1,"Reed, P"
2416,Wake Technical Community College,HIS-131-5203,4,"Benter, A"
2417,Wake Technical Community College,HIS-131-5204,2,"Wils, J"
2418,Wake Technical Community College,HIS-131-5236,0,"Reed, P"
2419,Wake Technical Community College,HIS-131-5238,2,"Reed, P"
2420,Wake Technical Community College,HIS-131-5401,1,"Medlin, E"
2421,Wake Technical Community College,HIS-132-0001,1,"Wils, J"
2422,Wake Technical Community College,HIS-132-0002,1,"Taft, K"
2423,Wake Technical Community College,HIS-132-0003,2,"Medlin, E"
2424,Wake Technical Community College,HIS-132-0004,2,"Benter, A"
2425,Wake Technical Community College,HIS-132-0005,0,"Taft, K"
2426,Wake Technical Community College,HIS-132-5201,2,"Benter, A"
2427,Wake Technical Community College,HIS-132-5202,1,"Benter, A"
2428,Wake Technical Community College,HIS-132-5236,2,"Davis, H"
2429,Wake Technical Community College,HIS-132-5237,6,"Malone, B"
2430,Wake Technical Community College,HIS-132-5801,0,"Davis, H"
2431,Wake Technical Community College,HMT-110-0001,5,"Trent, N"
2432,Wake Technical Community College,HMT-110-0002,10,"Thurman, C"
2433,Wake Technical Community College,HMT-110-0003,11,"Thurman, C"
2434,Wake Technical Community College,HRM-110-5001,2,"Broden, J"
2435,Wake Technical Community College,HRM-120-0001,7,"Broden, J"
2436,Wake Technical Community College,HRM-210-0001,2,"Broden, J"
2437,Wake Technical Community College,HRM-225-5001,19,"Campos Rosa, S"
2438,Wake Technical Community College,HRM-235-5001,11,"Broden, J"
2439,Wake Technical Community College,HRM-245-0001,2,"Broden, J"
2440,Wake Technical Community College,HRM-260-0001,3,"Campos Rosa, S"
2441,Wake Technical Community College,HRM-280-0001,15,"Broden, J"
2442,Wake Technical Community College,HSE-110-0001,2,"Daniels, J"
2443,Wake Technical Community College,HSE-110-5236,4,"Daniels, J"
2444,Wake Technical Community College,HSE-112-5201,2,"Mohamed, R"
2445,Wake Technical Community College,HSE-112-5271,1,"Little, D"
2446,Wake Technical Community College,HSE-135-5237,4,"Daniels, J"
2447,Wake Technical Community College,HSE-135-5273,0,"Edgerton, Y"
2448,Wake Technical Community College,HSE-225-0001,0,"Harvel, D"
2449,Wake Technical Community College,HSE-225-5201,4,"Little, D"
2450,Wake Technical Community College,HSE-226-0002,1,"Harvel, D"
2451,Wake Technical Community College,HSE-245-0001,1,"Daniels, J"
2452,Wake Technical Community College,HSE-245-5201,6,"Edgerton, Y"
2453,Wake Technical Community College,HUM-115-0001,7,"Holste, R"
2454,Wake Technical Community College,HUM-115-0002,1,"Kamuabo, J"
2455,Wake Technical Community College,HUM-115-0003,1,"Kamuabo, J"
2456,Wake Technical Community College,HUM-115-0004,5,"Holste, R"
2457,Wake Technical Community College,HUM-115-0005,1,"Trent, J"
2458,Wake Technical Community College,HUM-115-0006,1,"Trent, J"
2459,Wake Technical Community College,HUM-115-0007,2,"Sundwall-Byers, I"
2460,Wake Technical Community College,HUM-115-0008,3,"Haigler, J"
2461,Wake Technical Community College,HUM-115-0009,0,"Haigler, J"
2462,Wake Technical Community College,HUM-115-0010,0,"Riley, T"
2463,Wake Technical Community College,HUM-115-0011,0,"Riley, T"
2464,Wake Technical Community College,HUM-115-0012,0,"Kasten, M"
2465,Wake Technical Community College,HUM-115-0013,0,"Sundwall-Byers, I"
2466,Wake Technical Community College,HUM-115-0014,6,"Vickrey, J"
2467,Wake Technical Community College,HUM-115-0015,0,"Riley, T"
2468,Wake Technical Community College,HUM-115-5101,5,"Floyd, C"
2469,Wake Technical Community College,HUM-115-5102,2,"Gandy, C"
2470,Wake Technical Community College,HUM-115-5103,1,"Haigler, J"
2471,Wake Technical Community College,HUM-115-5136,1,"Haigler, J"
2472,Wake Technical Community College,HUM-115-5201,1,"Kamuabo, J"
2473,Wake Technical Community College,HUM-115-5202,6,"Kamuabo, J"
2474,Wake Technical Community College,HUM-115-5204,1,"Kamuabo, J"
2475,Wake Technical Community College,HUM-115-5205,0,"Kasten, M"
2476,Wake Technical Community College,HUM-115-5236,4,"Trent, J"
2477,Wake Technical Community College,HUM-115-5237,3,"Riley, T"
2478,Wake Technical Community College,HUM-115-5836,2,"Nantz, D"
2479,Wake Technical Community College,HUM-121-0001,3,"Harris, G"
2480,Wake Technical Community College,HUM-121-0002,0,"Richardson, R"
2481,Wake Technical Community College,HUM-121-5136,1,"Richardson, R"
2482,Wake Technical Community College,HUM-121-5137,2,"Richardson, R"
2483,Wake Technical Community College,HUM-121-5236,1,"Davis, H"
2484,Wake Technical Community College,HUM-121-5237,2,"Harris, G"
2485,Wake Technical Community College,HUM-160-5101C,3,"Klein, R"
2486,Wake Technical Community College,HYD-180-0001,0,"Hudnut, S"
2487,Wake Technical Community College,HYD-180-0002,11,"Hudnut, S"
2488,Wake Technical Community College,IMG-130-0001,0,"Pistacchio, A"
2489,Wake Technical Community College,INT-110-0001,5,"Powers, L"
2490,Wake Technical Community College,INT-210-0002,19,"Parker, T"
2491,Wake Technical Community College,INT-220-0002,15,"Siarova-Hickman, E"
2492,Wake Technical Community College,ISC-121-0001,2,"Bonner, D"
2493,Wake Technical Community College,LOG-110-0001,5,"Ogada, N"
2494,Wake Technical Community College,LOG-125-0001,3,"Zidman, J"
2495,Wake Technical Community College,LOG-210-0002,18,"Zidman, J"
2496,Wake Technical Community College,LOG-225-0001,11,"Meggiolaro, R"
2497,Wake Technical Community College,LOG-235-0001,19,"Meggiolaro, R"
2498,Wake Technical Community College,LOG-240-0001,3,"Meggiolaro, R"
2499,Wake Technical Community College,LOG-250-0001,16,"Meggiolaro, R"
2500,Wake Technical Community College,MAM-102-0001,0,"Johnson, W"
2501,Wake Technical Community College,MAM-103-0001,0,"Johnson, W"
2502,Wake Technical Community College,MAM-104-0001,0,"Johnson, W"
2503,Wake Technical Community College,MAT-003-0001,0,"Kochis, T"
2504,Wake Technical Community College,MAT-003-0002,0,"Parrott, A"
2505,Wake Technical Community College,MAT-003-0003,1,"Walaski, K"
2506,Wake Technical Community College,MAT-003-0004,1,"Webster, B"
2507,Wake Technical Community College,MAT-003-5104,2,"Humphrey, J"
2508,Wake Technical Community College,MAT-003-5105,0,"Knapp, M"
2509,Wake Technical Community College,MAT-003-5106,1,"Fowler, C"
2510,Wake Technical Community College,MAT-003-5107,2,"VanRoekel, C"
2511,Wake Technical Community College,MAT-003-5108,0,"Walaski, K"
2512,Wake Technical Community College,MAT-003-5109,1,"Williford, L"
2513,Wake Technical Community College,MAT-003-5110,1,"Nichols, C"
2514,Wake Technical Community College,MAT-003-5111,1,"Holmes, S"
2515,Wake Technical Community College,MAT-003-5112,0,"Walaski, K"
2516,Wake Technical Community College,MAT-003-5113,3,"Williford, L"
2517,Wake Technical Community College,MAT-003-5114,0,"Knapp, M"
2518,Wake Technical Community College,MAT-003-5115,0,"Fullwood, W"
2519,Wake Technical Community College,MAT-003-5116,1,"Walaski, K"
2520,Wake Technical Community College,MAT-003-5117,0,"Humphrey, J"
2521,Wake Technical Community College,MAT-003-5118,1,"Atkinson, K"
2522,Wake Technical Community College,MAT-003-5119,1,"McCoy, C"
2523,Wake Technical Community College,MAT-003-5120,0,"Atkinson, K"
2524,Wake Technical Community College,MAT-003-5121,1,"Joyner, B"
2525,Wake Technical Community College,MAT-003-5122,0,"Kirk, J"
2526,Wake Technical Community College,MAT-003-5204,1,"Joyner, B"
2527,Wake Technical Community College,MAT-003-5205,0,"Parrott, A"
2528,Wake Technical Community College,MAT-003-5206,0,"Fullwood, W"
2529,Wake Technical Community College,MAT-003-5207,0,"Joyner, B"
2530,Wake Technical Community College,MAT-003-5208,1,"Parrott, A"
2531,Wake Technical Community College,MAT-003-5209,0,"Kochis, T"
2532,Wake Technical Community College,MAT-003-5211,0,"Webster, B"
2533,Wake Technical Community College,MAT-003-5212,2,"Fowler, C"
2534,Wake Technical Community College,MAT-003-5213,1,"Stallings, R"
2535,Wake Technical Community College,MAT-003-5214,1,"Sheffield, R"
2536,Wake Technical Community College,MAT-003-5215,2,"Cheatham, M"
2537,Wake Technical Community College,MAT-003-5216,4,"Smalley, A"
2538,Wake Technical Community College,MAT-003-5240,1,"Kochis, T"
2539,Wake Technical Community College,MAT-003-5801,1,"Nichols, C"
2540,Wake Technical Community College,MAT-003-5802,2,"Fullwood, W"
2541,Wake Technical Community College,MAT-003-5803,1,"Austin, S"
2542,Wake Technical Community College,MAT-010-0001G,0,"Taylor, J"
2543,Wake Technical Community College,MAT-010-0005G,2,"Knapp, M"
2544,Wake Technical Community College,MAT-010-0008G,3,"Holmes, S"
2545,Wake Technical Community College,MAT-010-5006G,4,"Parrott, A"
2546,Wake Technical Community College,MAT-010-5326G,2,"Webster, B"
2547,Wake Technical Community College,MAT-021-0001G,1,"Fussell, K"
2548,Wake Technical Community College,MAT-021-5003G,2,"Atkinson, K"
2549,Wake Technical Community College,MAT-043-0001G,0,"Fussell, K"
2550,Wake Technical Community College,MAT-043-0003G,3,"Fussell, K"
2551,Wake Technical Community College,MAT-043-0004G,0,"Nichols, C"
2552,Wake Technical Community College,MAT-043-5003G,2,"Williford, L"
2553,Wake Technical Community College,MAT-052-0001G,3,"Nichols, C"
2554,Wake Technical Community College,MAT-052-5004G,5,"Vinson, S"
2555,Wake Technical Community College,MAT-052-5006G,1,"Austin, S"
2556,Wake Technical Community College,MAT-052-5010G,6,"Fields, J"
2557,Wake Technical Community College,MAT-071-0001G,6,"Austin, S"
2558,Wake Technical Community College,MAT-071-0009G,0,"Webster, B"
2559,Wake Technical Community College,MAT-071-0010G,2,"Fields, J"
2560,Wake Technical Community College,MAT-071-0020G,1,"Vinson, S"
2561,Wake Technical Community College,MAT-071-0030G,3,"Webster, B"
2562,Wake Technical Community College,MAT-071-0036G,1,"House, L"
2563,Wake Technical Community College,MAT-071-5003G,4,"Smeal, J"
2564,Wake Technical Community College,MAT-071-5007G,3,"Taylor, J"
2565,Wake Technical Community College,MAT-071-5008G,2,"Fields, J"
2566,Wake Technical Community College,MAT-071-5009G,2,"Austin, S"
2567,Wake Technical Community College,MAT-071-5010G,4,"Taylor, J"
2568,Wake Technical Community College,MAT-071-5011G,4,"Vinson, S"
2569,Wake Technical Community College,MAT-071-5013G,2,"Smeal, J"
2570,Wake Technical Community College,MAT-071-5014G,1,"Smeal, J"
2571,Wake Technical Community College,MAT-071-5015G,1,"Black, A"
2572,Wake Technical Community College,MAT-071-5016G,5,"Smeal, J"
2573,Wake Technical Community College,MAT-071-5017G,1,"Parrott, A"
2574,Wake Technical Community College,MAT-071-5018G,5,"Vinson, S"
2575,Wake Technical Community College,MAT-110-0001,1,"Jordan, C"
2576,Wake Technical Community College,MAT-110-0001G,0,"Jordan, C"
2577,Wake Technical Community College,MAT-110-0002,6,"Traylor, M"
2578,Wake Technical Community College,MAT-110-0004,3,"Taylor, J"
2579,Wake Technical Community College,MAT-110-0005,3,"Fields, J"
2580,Wake Technical Community College,MAT-110-0005G,2,"Fields, J"
2581,Wake Technical Community College,MAT-110-0008,1,"Maynard, T"
2582,Wake Technical Community College,MAT-110-0008G,1,"Maynard, T"
2583,Wake Technical Community College,MAT-110-5003,5,"Carpenter, W"
2584,Wake Technical Community College,MAT-110-5003G,2,"Carpenter, W"
2585,Wake Technical Community College,MAT-110-5006,6,"Maynard, T"
2586,Wake Technical Community College,MAT-110-5006G,4,"Maynard, T"
2587,Wake Technical Community College,MAT-110-5007,3,"Nichols, C"
2588,Wake Technical Community College,MAT-110-5007G,1,"Nichols, C"
2589,Wake Technical Community College,MAT-110-5008,2,"Webb, D"
2590,Wake Technical Community College,MAT-110-5008G,2,"Webb, D"
2591,Wake Technical Community College,MAT-121-0001,8,"Smith, J"
2592,Wake Technical Community College,MAT-121-0001G,1,"Smith, J"
2593,Wake Technical Community College,MAT-121-5002,7,"Horstman, S"
2594,Wake Technical Community College,MAT-121-5002G,1,"Horstman, S"
2595,Wake Technical Community College,MAT-121-5003,2,"Martin, J"
2596,Wake Technical Community College,MAT-121-5003G,2,"Martin, J"
2597,Wake Technical Community College,MAT-143-0001,8,"McKee-Schwenke, A"
2598,Wake Technical Community College,MAT-143-0001G,0,"McKee-Schwenke, A"
2599,Wake Technical Community College,MAT-143-0002,9,"McIntyre, M"
2600,Wake Technical Community College,MAT-143-0003,2,"Cauley, E"
2601,Wake Technical Community College,MAT-143-0003G,3,"Cauley, E"
2602,Wake Technical Community College,MAT-143-0004,1,"Pearce, M"
2603,Wake Technical Community College,MAT-143-0004G,0,"Pearce, M"
2604,Wake Technical Community College,MAT-143-0005,5,"Outlaw, N"
2605,Wake Technical Community College,MAT-143-5003,5,"Klein, K"
2606,Wake Technical Community College,MAT-143-5003G,2,"Klein, K"
2607,Wake Technical Community College,MAT-143-5004,5,"Outlaw, B"
2608,Wake Technical Community College,MAT-143-5004G,5,"Outlaw, B"
2609,Wake Technical Community College,MAT-143-5005,1,"Pearce, M"
2610,Wake Technical Community College,MAT-143-5005G,2,"Pearce, M"
2611,Wake Technical Community College,MAT-143-5006,5,"Paul, A"
2612,Wake Technical Community College,MAT-143-5006G,3,"Paul, A"
2613,Wake Technical Community College,MAT-143-5007,9,"Auman, S"
2614,Wake Technical Community College,MAT-152-0001,2,"Mutlu, A"
2615,Wake Technical Community College,MAT-152-0001G,3,"Mutlu, A"
2616,Wake Technical Community College,MAT-152-0003,5,"Winters, M"
2617,Wake Technical Community College,MAT-152-0004,6,"Ford, L"
2618,Wake Technical Community College,MAT-152-0006,5,"Harrison, A"
2619,Wake Technical Community College,MAT-152-0007,7,"Pescosolido, R"
2620,Wake Technical Community College,MAT-152-5002,4,"Hedges, J"
2621,Wake Technical Community College,MAT-152-5002G,1,"Hedges, J"
2622,Wake Technical Community College,MAT-152-5004,0,"Hedges, J"
2623,Wake Technical Community College,MAT-152-5004G,4,"Hedges, J"
2624,Wake Technical Community College,MAT-152-5005,6,"Corley, B"
2625,Wake Technical Community College,MAT-152-5005G,2,"Corley, B"
2626,Wake Technical Community College,MAT-152-5006,1,"Winters, M"
2627,Wake Technical Community College,MAT-152-5006G,1,"Winters, M"
2628,Wake Technical Community College,MAT-152-5008,1,"Harrison, A"
2629,Wake Technical Community College,MAT-152-5009,2,"Hedges, J"
2630,Wake Technical Community College,MAT-152-5010,1,"McIntyre, M"
2631,Wake Technical Community College,MAT-152-5010G,6,"McIntyre, M"
2632,Wake Technical Community College,MAT-152-5011,9,"Head, J"
2633,Wake Technical Community College,MAT-152-5012,12,"Head, J"
2634,Wake Technical Community College,MAT-152-5013,4,"Ayangma, A"
2635,Wake Technical Community College,MAT-152-5014,11,"Head, J"
2636,Wake Technical Community College,MAT-152-5015,2,"McElvaney, S"
2637,Wake Technical Community College,MAT-152-5016,8,"Corley, B"
2638,Wake Technical Community College,MAT-172-0001,9,"Galeyeva, L"
2639,Wake Technical Community College,MAT-172-0002,13,"Markovich, H"
2640,Wake Technical Community College,MAT-172-0003,18,"Etheridge, D"
2641,Wake Technical Community College,MAT-172-0004,8,"Markovich, H"
2642,Wake Technical Community College,MAT-172-5003,7,"Bowers, J"
2643,Wake Technical Community College,MAT-172-5004,5,"Galeyeva, L"
2644,Wake Technical Community College,MAT-172-5005,5,"Blount, B"
2645,Wake Technical Community College,MAT-172-5006,8,"Outlaw, N"
2646,Wake Technical Community College,MAT-172-5007,22,"Aydlett, A"
2647,Wake Technical Community College,MAT-172-5008,8,"Guellich, J"
2648,Wake Technical Community College,MAT-252-0001,6,"Winters, M"
2649,Wake Technical Community College,MAT-263-0001,3,"Minster, J"
2650,Wake Technical Community College,MAT-263-0002,11,"Ayangma, A"
2651,Wake Technical Community College,MAT-263-5003,7,"Minster, J"
2652,Wake Technical Community College,MAT-263-5004,4,"Minster, J"
2653,Wake Technical Community College,MAT-263-5005,18,"Guellich, J"
2654,Wake Technical Community College,MAT-271-0001,15,"Van Brunt, P"
2655,Wake Technical Community College,MAT-271-0002,1,"Schlieper, M"
2656,Wake Technical Community College,MAT-271-0003,3,"Schlieper, M"
2657,Wake Technical Community College,MAT-271-0004,11,"Hodge, L"
2658,Wake Technical Community College,MAT-271-0008,1,"Jewell, K"
2659,Wake Technical Community College,MAT-271-5004,3,"Jewell, K"
2660,Wake Technical Community College,MAT-271-5005,8,"Tsai, M"
2661,Wake Technical Community College,MAT-271-5006,15,"Tsai, M"
2662,Wake Technical Community College,MAT-271-5007,12,"Wall, S"
2663,Wake Technical Community College,MAT-273-0001,2,"Bowers, J"
2664,Wake Technical Community College,MAT-273-0002,2,"Jones, A"
2665,Wake Technical Community College,MAT-273-0004,3,"McCarter, W"
2666,Wake Technical Community College,MAT-273-5003,4,"McCarter, W"
2667,Wake Technical Community College,MAT-280-0001,6,"McElvaney, S"
2668,Wake Technical Community College,MAT-280-5002,9,"Pearce, M"
2669,Wake Technical Community College,MAT-285-5001,3,"Jewell, K"
2670,Wake Technical Community College,MEC-130-0001,7,"Mir Shah Ghassemi, S"
2671,Wake Technical Community College,MEC-161-0001,1,"Vitacco, M"
2672,Wake Technical Community College,MEC-161-0002,7,"Mir Shah Ghassemi, S"
2673,Wake Technical Community College,MEC-180-0001,2,"Mir Shah Ghassemi, S"
2674,Wake Technical Community College,MED-110-5303,0,"Horne, E"
2675,Wake Technical Community College,MED-110-5304,5,"Horne, E"
2676,Wake Technical Community College,MED-118-0001,12,"Albright, T"
2677,Wake Technical Community College,MED-120-0001,14,"Best, C"
2678,Wake Technical Community College,MED-121-0001,3,"Horne, E"
2679,Wake Technical Community College,MED-121-0003,1,"Horne, E"
2680,Wake Technical Community College,MED-121-0005,3,"Moore, K"
2681,Wake Technical Community College,MED-121-0006,4,"Moore, K"
2682,Wake Technical Community College,MED-232-0001,10,"Van Duyne, M"
2683,Wake Technical Community College,MED-270-0001,15,"Perry, P"
2684,Wake Technical Community College,MED-272-0001,11,"Albright, T"
2685,Wake Technical Community College,MED-274-0001,14,"Van Duyne, M"
2686,Wake Technical Community College,MHA-155-5201,0,"Harvel, D"
2687,Wake Technical Community College,MKT-123-0001,2,"Myers, J"
2688,Wake Technical Community College,MKT-220-0001,0,"Myers, J"
2689,Wake Technical Community College,MKT-220-5001,15,"Riker, A"
2690,Wake Technical Community College,MKT-221-0001,6,"Myers, J"
2691,Wake Technical Community College,MKT-221-5001,13,"Myers, J"
2692,Wake Technical Community College,MKT-223-0001,1,"DiMichelo, D"
2693,Wake Technical Community College,MKT-225-0001,2,"DiMichelo, D"
2694,Wake Technical Community College,MKT-227-0001,23,"Riker, A"
2695,Wake Technical Community College,MKT-228-0001,0,"Flaherty, K"
2696,Wake Technical Community College,MKT-232-0001,0,"DiMichelo, D"
2697,Wake Technical Community College,MRI-214-0001,0,"Pistacchio, A"
2698,Wake Technical Community College,MRI-241-0001,0,"Pistacchio, A"
2699,Wake Technical Community College,MUS-110-0001,8,"Gilleland, K"
2700,Wake Technical Community College,MUS-110-0002,5,"Neal, D"
2701,Wake Technical Community College,MUS-110-0003,2,"Brust, J"
2702,Wake Technical Community College,MUS-110-0004,7,"Butrico, M"
2703,Wake Technical Community College,MUS-110-0005,5,"Re, A"
2704,Wake Technical Community College,MUS-110-0006,0,"Mitchell, B"
2705,Wake Technical Community College,MUS-110-0036,0,"Brust, J"
2706,Wake Technical Community College,MUS-110-5101,2,"Butrico, M"
2707,Wake Technical Community College,MUS-110-5102,1,"Neal, D"
2708,Wake Technical Community College,MUS-110-5103,4,"Mitchell, B"
2709,Wake Technical Community College,MUS-110-5136,1,"Butrico, M"
2710,Wake Technical Community College,MUS-110-5137,3,"Butrico, M"
2711,Wake Technical Community College,MUS-110-5138,5,"Mitchell, B"
2712,Wake Technical Community College,MUS-110-5201,3,"Neal, D"
2713,Wake Technical Community College,MUS-110-5202,3,"Neal, D"
2714,Wake Technical Community College,MUS-110-5203,0,"Brust, J"
2715,Wake Technical Community College,MUS-110-5204,1,"Gilleland, K"
2716,Wake Technical Community College,MUS-110-5206,4,"Gilleland, K"
2717,Wake Technical Community College,MUS-110-5236,4,"Gilleland, K"
2718,Wake Technical Community College,MUS-110-5237,1,"Brust, J"
2719,Wake Technical Community College,MUS-112-0001,2,"Brust, J"
2720,Wake Technical Community College,MUS-112-0002,3,"Re, A"
2721,Wake Technical Community College,MUS-112-0037,4,"Neal, D"
2722,Wake Technical Community College,MUS-112-5101,1,"Re, A"
2723,Wake Technical Community College,NET-115-5175,5,"Kauba, S"
2724,Wake Technical Community College,NET-125-0001,4,"Rivas Suarez, C"
2725,Wake Technical Community College,NET-125-0002,6,"Parrish, A"
2726,Wake Technical Community College,NET-125-0003,1,"Hathaway, P"
2727,Wake Technical Community College,NET-125-0004,5,"Kauba, E"
2728,Wake Technical Community College,NET-125-5101,0,"Hathaway, P"
2729,Wake Technical Community College,NET-125-5873,6,"Ibrahim, T"
2730,Wake Technical Community College,NET-126-0001,0,"Rivas Suarez, C"
2731,Wake Technical Community College,NET-126-0002,3,"Parrish, A"
2732,Wake Technical Community College,NET-126-0003,0,"Hathaway, P"
2733,Wake Technical Community College,NET-126-0004,19,"Kauba, E"
2734,Wake Technical Community College,NET-126-5101,5,"Hathaway, P"
2735,Wake Technical Community College,NET-126-5873,15,"Ibrahim, T"
2736,Wake Technical Community College,NET-289-5898,12,"Oliver, J"
2737,Wake Technical Community College,NOS-110-0001,5,"Martinez Hayes, J"
2738,Wake Technical Community College,NOS-110-0002,0,"Banham, J"
2739,Wake Technical Community College,NOS-110-0005,3,"Darvish, A"
2740,Wake Technical Community College,NOS-110-0006,13,"Stamper, B"
2741,Wake Technical Community College,NOS-110-0007,9,"Stamper, R"
2742,Wake Technical Community College,NOS-110-0008,4,"Cook, R"
2743,Wake Technical Community College,NOS-110-5001,15,"Copperthwaite, J"
2744,Wake Technical Community College,NOS-110-5272,5,"Darvish, A"
2745,Wake Technical Community College,NOS-110-5802,0,"Cook, R"
2746,Wake Technical Community College,NOS-110-5836,4,"Applequist, K"
2747,Wake Technical Community College,NOS-120-0001,8,"Paul, P"
2748,Wake Technical Community College,NOS-120-0002,10,"Darvish, A"
2749,Wake Technical Community College,NOS-125-0001,3,"James, C"
2750,Wake Technical Community College,NOS-130-0001,3,"Squire, L"
2751,Wake Technical Community College,NOS-130-0002,5,"Cook, R"
2752,Wake Technical Community College,NOS-130-5102,2,"Graham, J"
2753,Wake Technical Community College,NOS-130-5838,1,"Banham, J"
2754,Wake Technical Community College,NOS-231-0001,4,"Martinez Hayes, J"
2755,Wake Technical Community College,NOS-232-0001,5,"Martinez Hayes, J"
2756,Wake Technical Community College,OMT-154-0001,3,"Mercer, D"
2757,Wake Technical Community College,OMT-222-0002,5,"Hawkins, D"
2758,Wake Technical Community College,OMT-222-5001,22,"Zidman, J"
2759,Wake Technical Community College,OST-080-0001,15,"Blanchard, B"
2760,Wake Technical Community College,OST-122-0001,6,"Trent, N"
2761,Wake Technical Community College,OST-122-0002,2,"Wiggins, J"
2762,Wake Technical Community College,OST-122-0003,9,"Wiggins, J"
2763,Wake Technical Community College,OST-134-0001,5,"Lee, L"
2764,Wake Technical Community College,OST-134-0002,3,"Atkinson, K"
2765,Wake Technical Community College,OST-134-0003,12,"Wiggins, J"
2766,Wake Technical Community College,OST-135-0001,13,"Lee, L"
2767,Wake Technical Community College,OST-136-0001,8,"Atkinson, K"
2768,Wake Technical Community College,OST-136-0002,15,"McKenzie, C"
2769,Wake Technical Community College,OST-138-0001,6,"Faircloth, K"
2770,Wake Technical Community College,OST-141-0001,4,"Turner, H"
2771,Wake Technical Community College,OST-141-0002,2,"Bartholomew, B"
2772,Wake Technical Community College,OST-141-0003,4,"Brousseau, L"
2773,Wake Technical Community College,OST-141-0004,1,"Mathis, L"
2774,Wake Technical Community College,OST-141-0005,4,"Brousseau, L"
2775,Wake Technical Community College,OST-145-0001,9,"Wilcox, T"
2776,Wake Technical Community College,OST-148-0001,6,"Bartholomew, B"
2777,Wake Technical Community College,OST-148-0002,5,"Turner, H"
2778,Wake Technical Community College,OST-148-0003,6,"Thurman, C"
2779,Wake Technical Community College,OST-148-0004,1,"Bartholomew, B"
2780,Wake Technical Community College,OST-148-0005,5,"Turner, H"
2781,Wake Technical Community College,OST-155-0001,11,"Olds, K"
2782,Wake Technical Community College,OST-164-0001,12,"Olds, K"
2783,Wake Technical Community College,OST-164-0002,7,"Wiggins, J"
2784,Wake Technical Community College,OST-164-0003,6,"Brousseau, L"
2785,Wake Technical Community College,OST-181-0001,5,"Brousseau, L"
2786,Wake Technical Community College,OST-184-0001,8,"Blanchard, B"
2787,Wake Technical Community College,OST-184-0002,5,"Atkinson, K"
2788,Wake Technical Community College,OST-236-0001,15,"Wilcox, T"
2789,Wake Technical Community College,OST-249-0001,0,"Bartholomew, B"
2790,Wake Technical Community College,OST-249-0002,0,"Turner, H"
2791,Wake Technical Community College,OST-249-0003,1,"Williams, T"
2792,Wake Technical Community College,OST-286-0001,7,"Lee, L"
2793,Wake Technical Community College,OST-286-0003,4,"Wilcox, T"
2794,Wake Technical Community College,PAD-151-0008,15,"Stagg, R"
2795,Wake Technical Community College,PAD-152-0009,13,"Stagg, R"
2796,Wake Technical Community College,PCI-172-0001,15,"Donaldson, W"
2797,Wake Technical Community College,PED-110-0001,1,"Cahoon, E"
2798,Wake Technical Community College,PED-110-0002,0,"Cahoon, E"
2799,Wake Technical Community College,PED-110-0003,4,"Murphy, S"
2800,Wake Technical Community College,PED-110-0004,1,"Langton, R"
2801,Wake Technical Community College,PED-110-0005,2,"Cahoon, E"
2802,Wake Technical Community College,PED-110-0006,1,"Johnson, M"
2803,Wake Technical Community College,PED-110-5007,0,"King, J"
2804,Wake Technical Community College,PED-110-5101,1,"Prue, K"
2805,Wake Technical Community College,PED-110-5102,0,"Prue, K"
2806,Wake Technical Community College,PED-110-5201,2,"Murphy, S"
2807,Wake Technical Community College,PED-110-5202,0,"Cahoon, E"
2808,Wake Technical Community College,PED-113-5101,4,"Fergus, E"
