Column1,college,section,seats,instructor
1249,Pitt Community College,ENG-111-07IN,6,"Morrisey, M"
1250,Pitt Community College,ENG-111-08IN,13,"Nelson, R"
1251,Pitt Community College,ENG-111-11IN,1,"Westerman, S"
1252,Pitt Community College,ENG-111-12IN,6,"Nelson, R"
1253,Pitt Community College,ENG-111-13IN,4,"Westerman, S"
1254,Pitt Community College,ENG-111-14IN,2,"Nelson, R"
1255,Pitt Community College,ENG-111-15IN,2,"Garcia, R"
1256,Pitt Community College,ENG-111-16IN,6,"Kitchin, A"
1257,Pitt Community College,ENG-111-17IN,3,"Bates, C"
1258,Pitt Community College,ENG-111-18IN,2,"Kitchin, A"
1259,Pitt Community College,ENG-111-20IN,2,"Bates, C"
1260,Pitt Community College,ENG-111-21IN,3,"Kitchin, A"
1261,Pitt Community College,ENG-111-22IN,5,"Turner, D"
1262,Pitt Community College,ENG-111-23IN,3,"Nelson, R"
1263,Pitt Community College,ENG-111-25IN,7,"Kitchin, A"
1264,Pitt Community College,ENG-111-29IN,2,"Hasty, M"
1265,Pitt Community College,ENG-111-30IN,0,"Garcia, R"
1266,Pitt Community College,ENG-111-35IN,4,"Reynolds, C"
1267,Pitt Community College,ENG-111-36IN,10,"Clark, J"
1268,Pitt Community College,ENG-111-37IN,20,"Bates, C"
1269,Pitt Community College,ENG-111-39IN,16,"Bates, C"
1270,Pitt Community College,ENG-111-40IN,1,"Worthington, N"
1271,Pitt Community College,ENG-111-41IN,18,"Clark, J"
1272,Pitt Community College,ENG-111-42IN,2,"Worthington, N"
1273,Pitt Community College,ENG-111-45IN,13,"Coltraine, L"
1274,Pitt Community College,ENG-111-46IN,17,"Coltraine, L"
1275,Pitt Community College,ENG-111-47IN,15,"Fagundus, J"
1276,Pitt Community College,ENG-111-48IN,16,"Cloughley, D"
1277,Pitt Community College,ENG-111-50IN,6,"Morrisey, M"
1278,Pitt Community College,ENG-111-52IN,6,"Morgan, G"
1279,Pitt Community College,ENG-111-56IN,2,"Stone, S"
1280,Pitt Community College,ENG-111-57IN,1,"Stone, S"
1281,Pitt Community College,ENG-111-58IN,2,"Stone, S"
1282,Pitt Community College,ENG-111-59IN,3,"White, C"
1283,Pitt Community College,ENG-111-60IN,3,"White, C"
1284,Pitt Community College,ENG-111-61IN,3,"White, C"
1285,Pitt Community College,ENG-111-62IN,0,"Garcia, R"
1286,Pitt Community College,ENG-111-63IN,1,"Garcia, R"
1287,Pitt Community College,ENG-111-64IN,3,"White, C"
1288,Pitt Community College,ENG-111-68IN,1,"Thomas, V"
1289,Pitt Community College,ENG-111-69IN,1,"Thomas, V"
1290,Pitt Community College,ENG-111-81IN,15,"Keech, N"
1291,Pitt Community College,ENG-111-85IN,3,"Juchniewicz, J"
1292,Pitt Community College,ENG-111-93IN,17,"Scott, C"
1293,Pitt Community College,ENG-111-CR55,1,"Vick, N"
1294,Pitt Community College,ENG-111-CR56,4,"Stone, S"
1295,Pitt Community College,ENG-111-CR57,4,"Stone, S"
1296,Pitt Community College,ENG-111-CR58,4,"Stone, S"
1297,Pitt Community College,ENG-111-CR59,2,"White, C"
1298,Pitt Community College,ENG-111-CR60,1,"White, C"
1299,Pitt Community College,ENG-111-CR61,2,"White, C"
1300,Pitt Community College,ENG-111-CR62,2,"Garcia, R"
1301,Pitt Community College,ENG-111-CR63,1,"Garcia, R"
1302,Pitt Community College,ENG-111-CR64,0,"White, C"
1303,Pitt Community College,ENG-111-CR65,3,"Johnson, S"
1304,Pitt Community College,ENG-111-CR66,1,"Fisher, V"
1305,Pitt Community College,ENG-111-CR67,4,"Fisher, V"
1306,Pitt Community College,ENG-111-CR68,1,"Thomas, V"
1307,Pitt Community College,ENG-111-CR85,4,"Juchniewicz, J"
1308,Pitt Community College,ENG-112-02IN,1,"Westerman, S"
1309,Pitt Community College,ENG-112-03IN,5,"Cranford, C"
1310,Pitt Community College,ENG-112-04IN,1,"Reynolds, C"
1311,Pitt Community College,ENG-112-05IN,1,"Thomsen, M"
1312,Pitt Community College,ENG-112-07IN,0,"Reynolds, C"
1313,Pitt Community College,ENG-112-08IN,1,"Reynolds, C"
1314,Pitt Community College,ENG-112-09IN,1,"Turner, D"
1315,Pitt Community College,ENG-112-10IN,2,"Thomsen, M"
1316,Pitt Community College,ENG-112-25IN,4,"Stanford, D"
1317,Pitt Community College,ENG-112-26IN,1,"Hasty, M"
1318,Pitt Community College,ENG-112-27IN,9,"Stanford, D"
1319,Pitt Community College,ENG-112-28IN,1,"Hasty, M"
1320,Pitt Community College,ENG-112-29IN,3,"Hasty, M"
1321,Pitt Community College,ENG-112-30IN,3,"Holsten, A"
1322,Pitt Community College,ENG-112-39IN,0,"Garcia, R"
1323,Pitt Community College,ENG-112-40IN,0,"Worthington, N"
1324,Pitt Community College,ENG-112-50IN,2,"Temple, S"
1325,Pitt Community College,ENG-112-51IN,5,"Cochran, S"
1326,Pitt Community College,ENG-112-52IN,6,"Cranford, C"
1327,Pitt Community College,ENG-112-53IN,14,"Morgan, G"
1328,Pitt Community College,ENG-112-54IN,13,"Bates, C"
1329,Pitt Community College,ENG-112-55IN,12,"Cochran, S"
1330,Pitt Community College,ENG-112-56IN,12,"Fagundus, J"
1331,Pitt Community College,ENG-112-57IN,12,"Cranford, C"
1332,Pitt Community College,ENG-112-59IN,4,"Cranford, C"
1333,Pitt Community College,ENG-112-60IN,13,"Wooten, R"
1334,Pitt Community College,ENG-112-61IN,0,"Wooten, R"
1335,Pitt Community College,ENG-112-63IN,13,"Fagundus, J"
1336,Pitt Community College,ENG-112-64IN,12,"Temple, S"
1337,Pitt Community College,ENG-112-71IN,0,"Worthington, N"
1338,Pitt Community College,ENG-112-80IN,12,"Holsten, A"
1339,Pitt Community College,ENG-112-93IN,14,"Coltraine, L"
1340,Pitt Community College,ENG-231-02IN,0,"Clark, J"
1341,Pitt Community College,ENG-231-03IN,7,"Clark, J"
1342,Pitt Community College,ENG-231-10IN,0,"Hasty, M"
1343,Pitt Community College,ENG-232-10IN,3,"Bates, C"
1344,Pitt Community College,ENG-232-15IN,12,"Stanford, D"
1345,Pitt Community College,ENG-241-02IN,7,"Holsten, A"
1346,Pitt Community College,ENG-241-10IN,2,"Miller, T"
1347,Pitt Community College,ENG-242-10IN,4,"Miller, T"
1348,Pitt Community College,ETR-210-01IN,2,"Ashley, R"
1349,Pitt Community College,ETR-210-02IN,4,"Ashley, R"
1350,Pitt Community College,ETR-210-04IN,7,"Ashley, R"
1351,Pitt Community College,ETR-220-03IN,14,"Ashley, R"
1352,Pitt Community College,ETR-230-01IN,2,"Ashley, R"
1353,Pitt Community College,ETR-230-03IN,16,"Ashley, R"
1354,Pitt Community College,ETR-270-01IS,0,"Griffin, C"
1355,Pitt Community College,FRE-111-03IN,9,"Deville, C"
1356,Pitt Community College,FRE-111-04IN,14,"Deville, C"
1357,Pitt Community College,FRE-112-02IN,22,"Deville, C"
1358,Pitt Community College,FRE-211-02IN,15,"Deville, C"
1359,Pitt Community College,GRD-110-03IN,2,"Jarrell, S"
1360,Pitt Community College,GRD-110-06IN,3,"Jarrell, S"
1361,Pitt Community College,GRD-141-03IN,2,"Willard, E"
1362,Pitt Community College,GRD-151-03IN,1,"Sanders, A"
1363,Pitt Community College,GRD-152-01IN,5,"West, M"
1364,Pitt Community College,GRD-156-03IN,1,"Chapman, B"
1365,Pitt Community College,GRO-120-02IN,3,"Leggett, T"
1366,Pitt Community College,GRO-120-03IN,7,"Leggett, T"
1367,Pitt Community College,GRO-150-01IN,4,"Leggett, T"
1368,Pitt Community College,GRO-230-01IN,11,"Leggett, T"
1369,Pitt Community College,GRO-250-01IN,12,"Leggett, T"
1370,Pitt Community College,HEA-110-01IN,4,"Ramey, J"
1371,Pitt Community College,HEA-110-02IN,0,"Owens, F"
1372,Pitt Community College,HEA-110-03IN,7,"Coutouzis, N"
1373,Pitt Community College,HEA-110-04IN,0,"Owens, F"
1374,Pitt Community College,HEA-110-05IN,4,"Coutouzis, N"
1375,Pitt Community College,HEA-110-06IN,1,"Ramey, J"
1376,Pitt Community College,HEA-110-07IN,1,"Ramey, J"
1377,Pitt Community College,HEA-110-08IN,2,"Ramey, J"
1378,Pitt Community College,HEA-110-09IN,1,"Ramey, J"
1379,Pitt Community College,HEA-110-10IN,1,"Owens, F"
1380,Pitt Community College,HEA-110-11IN,2,"Owens, F"
1381,Pitt Community College,HEA-110-12IN,8,"Coutouzis, N"
1382,Pitt Community College,HEA-110-13IN,6,"Coutouzis, N"
1383,Pitt Community College,HEA-110-15IN,0,"Ramey, J"
1384,Pitt Community College,HEA-110-16IN,2,"Coutouzis, N"
1385,Pitt Community College,HEA-110-17IN,2,"Coutouzis, N"
1386,Pitt Community College,HEA-110-18IN,7,"Coutouzis, N"
1387,Pitt Community College,HIS-111-01IN,0,"Doumaux, T"
1388,Pitt Community College,HIS-111-02IN,1,"Doumaux, T"
1389,Pitt Community College,HIS-111-03IN,4,"Doumaux, T"
1390,Pitt Community College,HIS-112-01IN,2,"Doumaux, T"
1391,Pitt Community College,HIS-131-03IN,1,"Bishop, W"
1392,Pitt Community College,HIS-131-04IN,2,"Bishop, W"
1393,Pitt Community College,HIS-131-05IN,5,"Bishop, W"
1394,Pitt Community College,HIS-131-06IN,5,"Bishop, W"
1395,Pitt Community College,HIS-131-08IN,2,"Bishop, W"
1396,Pitt Community College,HIS-131-09IN,1,"Bishop, W"
1397,Pitt Community College,HIS-131-10CH,2,"Bishop, W"
1398,Pitt Community College,HIS-132-01IN,7,"Dunn, A"
1399,Pitt Community College,HIS-132-02IN,10,"Dunn, A"
1400,Pitt Community College,HIS-132-03IN,1,"Doumaux, T"
1401,Pitt Community College,HIS-132-05IN,4,"Dunn, A"
1402,Pitt Community College,HIS-132-06IN,6,"Dunn, A"
1403,Pitt Community College,HIS-132-07IN,7,"Doumaux, T"
1404,Pitt Community College,HIT-110-01IN,0,"Flynn, T"
1405,Pitt Community College,HIT-112-01IN,0,"Flynn, T"
1406,Pitt Community College,HIT-114-01IN,0,"Gooding, C"
1407,Pitt Community College,HIT-124-01IN,11,"Walker, A"
1408,Pitt Community College,HIT-210-01IN,13,"Flynn, T"
1409,Pitt Community College,HIT-211-01IN,6,"Walker, A"
1410,Pitt Community College,HIT-214-01IN,10,"Gooding, C"
1411,Pitt Community College,HIT-215-01IN,11,"Gooding, C"
1412,Pitt Community College,HIT-216-01IN,10,"Walker, A"
1413,Pitt Community College,HIT-220-01IN,12,"Flynn, T"
1414,Pitt Community College,HIT-225-01IN,9,"Gooding, C"
1415,Pitt Community College,HIT-226-01IN,8,"Bell, P"
1416,Pitt Community College,HIT-280-01IN,10,"Walker, A"
1417,Pitt Community College,HMT-110-01IN,11,"Moody, K"
1418,Pitt Community College,HMT-210-01IN,12,"Moody, K"
1419,Pitt Community College,HMT-212-01IN,7,"Smith, S"
1420,Pitt Community College,HMT-215-01IN,15,"Smith, S"
1421,Pitt Community College,HMT-220-03IS,0,"Moody, K"
1422,Pitt Community College,HMT-225-03IS,0,"Moody, K"
1423,Pitt Community College,HOR-112-01IN,6,"Elpers, M"
1424,Pitt Community College,HOR-160C-01IN,0,"Pittman, J"
1425,Pitt Community College,HOR-162-01IN,0,"Elpers, M"
1426,Pitt Community College,HOR-166-01IN,7,"Elpers, M"
1427,Pitt Community College,HSC-110-01IN,1,"Parker, D"
1428,Pitt Community College,HSC-110-02IN,3,"Parker, D"
1429,Pitt Community College,HSC-110-03IN,2,"King, D"
1430,Pitt Community College,HSC-110-04IN,2,"Dixon, L"
1431,Pitt Community College,HSC-110-05IN,2,"King, D"
1432,Pitt Community College,HSC-110-06IN,0,"Parker, D"
1433,Pitt Community College,HSC-110-07IN,2,"Parker, D"
1434,Pitt Community College,HSC-110-08IN,1,"Parker, D"
1435,Pitt Community College,HSC-110-09IN,1,"Parker, D"
1436,Pitt Community College,HSC-110-10IN,2,"Dixon, L"
1437,Pitt Community College,HSC-110-11IN,2,"Lassiter, L"
1438,Pitt Community College,HSC-110-12IN,4,"Purkett, T"
1439,Pitt Community College,HSC-110-13IN,2,"Purkett, T"
1440,Pitt Community College,HSC-110-14IN,2,"Rawls, T"
1441,Pitt Community College,HSC-110-15IN,6,"Lassiter, L"
1442,Pitt Community College,HSE-110-03IN,2,"Civils, L"
1443,Pitt Community College,HSE-110-04IN,7,"Outlaw, K"
1444,Pitt Community College,HSE-110-06IN,3,"Outlaw, K"
1445,Pitt Community College,HSE-110-07IN,10,"Outlaw, K"
1446,Pitt Community College,HSE-112-05IN,2,"Peralta, A"
1447,Pitt Community College,HSE-112-06IN,0,"Peralta, A"
1448,Pitt Community College,HSE-112-07IN,0,"Outlaw, K"
1449,Pitt Community College,HSE-123-05IN,0,"Peralta, A"
1450,Pitt Community College,HSE-123-06IN,0,"Outlaw, K"
1451,Pitt Community College,HSE-135-01IN,2,"Civils, L"
1452,Pitt Community College,HSE-135-02IN,2,"Leggett, T"
1453,Pitt Community College,HSE-135-03IN,5,"Civils, L"
1454,Pitt Community College,HSE-210-02IN,0,"Civils, L"
1455,Pitt Community College,HSE-212-01IN,15,"Simonowich, P"
1456,Pitt Community College,HSE-255-01IN,0,"Peralta, A"
1457,Pitt Community College,HUM-110-01IN,0,"Hasty, M"
1458,Pitt Community College,HUM-110-02IN,0,"Hasty, M"
1459,Pitt Community College,HUM-110-03IN,11,"Turnage, K"
1460,Pitt Community College,HUM-115-01IN,1,"Holsten, A"
1461,Pitt Community College,HUM-115-02IN,3,"Turner, D"
1462,Pitt Community College,HUM-115-03IN,3,"Turner, D"
1463,Pitt Community College,HUM-115-05IN,5,"Holsten, A"
1464,Pitt Community College,HUM-115-10IN,7,"Jackson, P"
1465,Pitt Community College,HUM-115-11IN,11,"Butts, M"
1466,Pitt Community College,HUM-115-12IN,5,"Butts, M"
1467,Pitt Community College,HUM-115-13IN,10,"Butts, M"
1468,Pitt Community College,HUM-115-14IN,10,"Butts, M"
1469,Pitt Community College,HUM-115-30IN,17,"Jackson, P"
1470,Pitt Community College,HUM-115-31IN,16,"Clark, J"
1471,Pitt Community College,HUM-115-32IN,15,"Clark, J"
1472,Pitt Community College,HUM-115-33IN,14,"Reynolds, C"
1473,Pitt Community College,HUM-115-34IN,13,"Reynolds, C"
1474,Pitt Community College,HUM-115-35IN,17,"Cloughley, D"
1475,Pitt Community College,HUM-115-37IN,15,"Turnage, K"
1476,Pitt Community College,HUM-115-38IN,12,"Hasty, M"
1477,Pitt Community College,HUM-115-44IN,2,"Jackson, P"
1478,Pitt Community College,HUM-115-45IN,4,"Reynolds, C"
1479,Pitt Community College,HUM-115-81IN,12,"Worthington, B"
1480,Pitt Community College,HUM-120-01IN,3,"Temple, S"
1481,Pitt Community College,HUM-120-02IN,5,"Temple, S"
1482,Pitt Community College,HUM-120-03IN,2,"Moore-Cobb, C"
1483,Pitt Community College,HUM-120-04IN,12,"Moore-Cobb, C"
1484,Pitt Community College,HUM-130-01IN,1,"Jefferson, S"
1485,Pitt Community College,HUM-130-02IN,1,"Jefferson, S"
1486,Pitt Community College,HUM-130-03IN,0,"Jefferson, S"
1487,Pitt Community College,HUM-130-04IN,12,"Jefferson, S"
1488,Pitt Community College,INT-110-02IN,1,"Clyde, K"
1489,Pitt Community College,INT-110-03IN,14,"Clyde, K"
1490,Pitt Community College,ISC-112-01IN,1,"Wiggins, E"
1491,Pitt Community College,ISC-112-02IN,3,"Lewis, O"
1492,Pitt Community College,ISC-115-02IN,2,"Wiggins, E"
1493,Pitt Community College,ISC-115-05IN,3,"Wiggins, E"
1494,Pitt Community College,ISC-131-01IN,4,"Manning, D"
1495,Pitt Community College,ISC-135-01IN,8,"Manning, D"
1496,Pitt Community College,ISC-243-01IN,14,"Manning, D"
1497,Pitt Community College,LEX-110-02IN,10,"Coleman, V"
1498,Pitt Community College,LEX-130-01IN,11,"Coleman, V"
1499,Pitt Community College,LEX-210-02IN,12,"Coleman, V"
1500,Pitt Community College,LEX-240-01IN,8,"Clark, L"
1501,Pitt Community College,LEX-250-02IN,16,"Coleman, V"
1502,Pitt Community College,LEX-280-01IN,10,"Young, C"
1503,Pitt Community College,MAM-109-01IN,8,"Daniel, M"
1504,Pitt Community College,MAT-003-02IN,7,"Sharp, D, Stancil, C"
1505,Pitt Community College,MAT-003-07IN,5,"Bridgers, T"
1506,Pitt Community College,MAT-003-10IN,1,"Beddard, M"
1507,Pitt Community College,MAT-003-11IN,4,"Mason, L"
1508,Pitt Community College,MAT-003-12IN,13,"Mason, L"
1509,Pitt Community College,MAT-003-80IN,4,"Gray, S"
1510,Pitt Community College,MAT-003-82IN,1,"Perry, P"
1511,Pitt Community College,MAT-003-83IN,3,"Beddard, M"
1512,Pitt Community College,MAT-010-CR30,3,"Mason, L"
1513,Pitt Community College,MAT-010-CR41,3,"Edwards, P"
1514,Pitt Community College,MAT-010-CR42,2,"Edwards, P"
1515,Pitt Community College,MAT-010-CR80,2,"Mason, L"
1516,Pitt Community College,MAT-021-CR42,2,"Gray-Godley, S"
1517,Pitt Community College,MAT-021-CR43,1,"Knapp, R"
1518,Pitt Community College,MAT-021-CR44,2,"Gray, S"
1519,Pitt Community College,MAT-043-CR30,2,"Bridgers, T"
1520,Pitt Community College,MAT-052-CR31,2,"Mullins, G"
1521,Pitt Community College,MAT-052-CR46,3,"Mullins, G"
1522,Pitt Community College,MAT-071-CR30,2,"Knapp, R"
1523,Pitt Community College,MAT-071-CR32,1,"Knapp, R"
1524,Pitt Community College,MAT-071-CR33,3,"Edwards, P"
1525,Pitt Community College,MAT-110-02IN,1,"Mullins, G"
1526,Pitt Community College,MAT-110-30IN,1,"Edwards, P"
1527,Pitt Community College,MAT-110-41IN,0,"Smith, L"
1528,Pitt Community College,MAT-110-42IN,0,"Smith, L"
1529,Pitt Community College,MAT-110-CR30,4,"Edwards, P"
1530,Pitt Community College,MAT-110-CR41,3,"Smith, L"
1531,Pitt Community College,MAT-110-CR42,2,"Smith, L"
1532,Pitt Community College,MAT-121-01IN,1,"Vick, S"
1533,Pitt Community College,MAT-121-30IN,0,"McMahon, T"
1534,Pitt Community College,MAT-121-41IN,1,"Knapp, R"
1535,Pitt Community College,MAT-121-42IN,1,"Knapp, R"
1536,Pitt Community College,MAT-121-43IN,0,"Knapp, R"
1537,Pitt Community College,MAT-121-44IN,0,"Vick, S"
1538,Pitt Community College,MAT-121-CR42,1,"Knapp, R"
1539,Pitt Community College,MAT-121-CR43,2,"Knapp, R"
1540,Pitt Community College,MAT-121-CR44,2,"Vick, S"
1541,Pitt Community College,MAT-143-01IN,0,"Srivastava, V"
1542,Pitt Community College,MAT-143-02IN,0,"Lewis, K"
1543,Pitt Community College,MAT-143-30IN,0,"Srivastava, V"
1544,Pitt Community College,MAT-143-41IN,4,"McMahon, T"
1545,Pitt Community College,MAT-143-42IN,1,"Srivastava, V"
1546,Pitt Community College,MAT-143-CR30,2,"Srivastava, V"
1547,Pitt Community College,MAT-152-02IN,0,"Long, D"
1548,Pitt Community College,MAT-152-03IN,1,"Lewis, K"
1549,Pitt Community College,MAT-152-31IN,0,"Smith, L"
1550,Pitt Community College,MAT-152-41IN,6,"Robbins, V"
1551,Pitt Community College,MAT-152-42IN,0,"Long, D"
1552,Pitt Community College,MAT-152-43IN,0,"Long, D"
1553,Pitt Community College,MAT-152-44IN,0,"Woodley, S"
1554,Pitt Community College,MAT-152-45IN,2,"Woodley, S"
1555,Pitt Community College,MAT-152-46IN,0,"Woodley, S"
1556,Pitt Community College,MAT-152-47IN,1,"Long, D"
1557,Pitt Community College,MAT-152-CR31,3,"Smith, L"
1558,Pitt Community College,MAT-152-CR46,3,"Woodley, S"
1559,Pitt Community College,MAT-171-01IN,10,"Welch, A"
1560,Pitt Community College,MAT-171-02IN,1,"Robbins, V"
1561,Pitt Community College,MAT-171-03IN,1,"Vilkomir, T"
1562,Pitt Community College,MAT-171-04IN,0,"Long, D"
1563,Pitt Community College,MAT-171-06IN,0,"Long, D"
1564,Pitt Community College,MAT-171-07IN,0,"Lewis, K"
1565,Pitt Community College,MAT-171-08IN,5,"Whitehead, M"
1566,Pitt Community College,MAT-171-09IN,1,"Credle, Z"
1567,Pitt Community College,MAT-171-17IN,1,"McMahon, T"
1568,Pitt Community College,MAT-171-18IN,0,"Cole, A"
1569,Pitt Community College,MAT-171-25IN,1,"Cole, A"
1570,Pitt Community College,MAT-171-28IN,20,"Sun, J"
1571,Pitt Community College,MAT-171-30IN,0,"McMahon, T"
1572,Pitt Community College,MAT-171-32IN,1,"McMahon, T"
1573,Pitt Community College,MAT-171-33IN,1,"McMahon, T"
1574,Pitt Community College,MAT-171-41IN,2,"Cole, A"
1575,Pitt Community College,MAT-171-42IN,1,"Lewis, K"
1576,Pitt Community College,MAT-171-43IN,2,"Lewis, K"
1577,Pitt Community College,MAT-171-44IN,1,"Knox, A"
1578,Pitt Community College,MAT-171-CR30,2,"McMahon, T"
1579,Pitt Community College,MAT-171-CR32,1,"McMahon, T"
1580,Pitt Community College,MAT-171-CR33,3,"McMahon, T"
1581,Pitt Community College,MAT-172-01IN,1,"Lewis, K"
1582,Pitt Community College,MAT-172-03IN,2,"Tate, V"
1583,Pitt Community College,MAT-172-25IN,0,"Cole, A"
1584,Pitt Community College,MAT-172-41IN,0,"Cole, A"
1585,Pitt Community College,MAT-263-01IN,0,"Long, D"
1586,Pitt Community College,MAT-271-04IN,11,"Cole, A"
1587,Pitt Community College,MAT-272-01IN,3,"Smith, L"
1588,Pitt Community College,MEC-111C-01IN,5,"Mabry, G"
1589,Pitt Community College,MEC-130C-01IN,8,"Gallardo, T"
1590,Pitt Community College,MEC-161-01IN,0,"Manning, D"
1591,Pitt Community College,MED-110-01IN,0,"Sugg, K"
1592,Pitt Community College,MED-110-02IN,0,"Sugg, K"
1593,Pitt Community College,MED-114-01IN,0,"Sugg, K"
1594,Pitt Community College,MED-114-02IN,0,"Sugg, K"
1595,Pitt Community College,MED-116-02IN,8,"McLawhorn, M"
1596,Pitt Community College,MED-116-03IN,14,"McLawhorn, M"
1597,Pitt Community College,MED-118-01IN,1,"Smith, S"
1598,Pitt Community College,MED-118-60IN,7,"Holder, V"
1599,Pitt Community College,MED-120-02IN,4,"Smith, S"
1600,Pitt Community College,MED-120-03IN,2,"Holder, V"
1601,Pitt Community College,MED-120-04IN,16,"Holder, V"
1602,Pitt Community College,MED-120-60IN,12,"Holder, V"
1603,Pitt Community College,MED-120-61IN,23,"Holder, V"
1604,Pitt Community College,MED-122-02IN,1,"McLawhorn, M"
1605,Pitt Community College,MED-122-03IN,0,"McLawhorn, M"
1606,Pitt Community College,MED-122-04IN,12,"McLawhorn, M"
1607,Pitt Community College,MED-262-01IN,5,"Sugg, K"
1608,Pitt Community College,MED-264-01IN,5,"Sugg, K"
1609,Pitt Community College,MED-270-02IN,0,"Stepps, C"
1610,Pitt Community College,MED-272-01IN,0,"Harris, C"
1611,Pitt Community College,MKT-120-02IN,5,"Ambrose, A"
1612,Pitt Community College,MKT-120-03IN,4,"Bowers, M"
1613,Pitt Community College,MKT-120-04IN,8,"Ambrose, A"
1614,Pitt Community College,MKT-121-02IN,2,"Bowers, M"
1615,Pitt Community College,MKT-220-01IN,8,"Ashley, R"
